,Unnamed: 0,datetime,year,month,week,day,night,morning,noon,evening,season_summer,season_winter,season_spring,season_monsoon,season_autumn,month_cos,month_sin,week_cos,week_sin, _dewptm_bars, _fog, _hail, _hum_bars, _pressurem_bars, _rain, _snow, _thunder, _tornado, _vism_bars, _wspdm_bars,Temp,sequence
137,137,2005-05-14,2005.0,5.0,19.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,11.0,0.0,0.0,4.0,5.0,-0.0,0.0,0.0,-0.0,10.0,19.0,7.0,24
138,138,2005-05-15,2005.0,5.0,19.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,11.0,0.0,0.0,12.0,6.0,-0.0,0.0,0.0,0.0,18.0,13.0,7.0,24
139,139,2005-05-16,2005.0,5.0,20.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,9.0,0.0,0.0,9.0,5.0,-0.0,0.0,0.0,0.0,12.0,11.0,8.0,24
140,140,2005-05-17,2005.0,5.0,20.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,8.0,-0.0,0.0,6.0,5.0,0.0,-0.0,0.0,-0.0,5.0,10.0,6.0,24
141,141,2005-05-18,2005.0,5.0,20.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,8.0,-0.0,-0.0,6.0,6.0,0.0,0.0,-0.0,-0.0,13.0,16.0,7.0,24
142,142,2005-05-19,2005.0,5.0,20.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,10.0,0.0,0.0,12.0,4.0,-0.0,0.0,-0.0,-0.0,8.0,17.0,6.0,24
143,143,2005-05-20,2005.0,5.0,20.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,12.0,-0.0,-0.0,10.0,4.0,0.0,-0.0,-0.0,0.0,10.0,18.0,7.0,24
144,144,2005-05-21,2005.0,5.0,20.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,11.0,0.0,-0.0,10.0,4.0,-0.0,0.0,0.0,0.0,10.0,19.0,8.0,24
145,145,2005-05-22,2005.0,5.0,20.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,12.0,-0.0,-0.0,10.0,7.0,-0.0,0.0,0.0,0.0,11.0,7.0,7.0,24
144,144,2005-05-21,2005.0,5.0,20.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,11.0,0.0,-0.0,10.0,4.0,-0.0,0.0,0.0,0.0,10.0,19.0,8.0,25
145,145,2005-05-22,2005.0,5.0,20.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,12.0,-0.0,-0.0,10.0,7.0,-0.0,0.0,0.0,0.0,11.0,7.0,7.0,25
146,146,2005-05-23,2005.0,5.0,21.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,19.0,-0.0,0.0,10.0,5.0,-0.0,-0.0,-0.0,-0.0,16.0,8.0,7.0,25
147,147,2005-05-24,2005.0,5.0,21.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,16.0,-0.0,-0.0,10.0,7.0,-0.0,0.0,-0.0,-0.0,14.0,8.0,6.0,25
148,148,2005-05-25,2005.0,5.0,21.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,16.0,-0.0,0.0,10.0,6.0,-0.0,0.0,0.0,0.0,10.0,9.0,6.0,25
149,149,2005-05-26,2005.0,5.0,21.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,17.0,-0.0,0.0,10.0,6.0,-0.0,-0.0,0.0,0.0,14.0,7.0,6.0,25
150,150,2005-05-27,2005.0,5.0,21.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,16.0,-0.0,0.0,10.0,6.0,0.0,0.0,-0.0,0.0,10.0,7.0,7.0,25
151,151,2005-05-28,2005.0,5.0,21.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,16.0,-0.0,0.0,10.0,8.0,-0.0,0.0,0.0,0.0,17.0,7.0,7.0,25
152,152,2005-05-29,2005.0,5.0,21.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,13.0,-0.0,0.0,10.0,8.0,0.0,-0.0,-0.0,-0.0,12.0,7.0,8.0,25
151,151,2005-05-28,2005.0,5.0,21.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,16.0,-0.0,0.0,10.0,8.0,-0.0,0.0,0.0,0.0,17.0,7.0,7.0,26
152,152,2005-05-29,2005.0,5.0,21.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,13.0,-0.0,0.0,10.0,8.0,0.0,-0.0,-0.0,-0.0,12.0,7.0,8.0,26
153,153,2005-05-30,2005.0,5.0,22.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,19.0,-0.0,0.0,10.0,1.0,-0.0,0.0,-0.0,0.0,12.0,8.0,9.0,26
154,154,2005-05-31,2005.0,5.0,22.0,31.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,16.0,-0.0,0.0,10.0,4.0,-0.0,-0.0,-0.0,0.0,12.0,9.0,9.0,26
155,155,2006-05-01,2006.0,5.0,18.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,14.0,-0.0,-0.0,10.0,6.0,0.0,-0.0,-0.0,-0.0,12.0,5.0,10.0,27
156,156,2006-05-02,2006.0,5.0,18.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,15.0,-0.0,0.0,10.0,5.0,-0.0,0.0,0.0,-0.0,11.0,9.0,8.0,27
157,157,2006-05-03,2006.0,5.0,18.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,7.0,-0.0,-0.0,10.0,7.0,-0.0,0.0,-0.0,-0.0,13.0,10.0,6.0,27
158,158,2006-05-04,2006.0,5.0,18.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,12.0,0.0,-0.0,10.0,7.0,0.0,0.0,0.0,-0.0,16.0,6.0,7.0,27
159,159,2006-05-05,2006.0,5.0,18.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,7.0,0.0,0.0,10.0,7.0,0.0,0.0,-0.0,-0.0,12.0,7.0,7.0,27
160,160,2006-05-06,2006.0,5.0,18.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,12.0,0.0,-0.0,10.0,7.0,0.0,-0.0,0.0,0.0,12.0,7.0,8.0,27
161,161,2006-05-07,2006.0,5.0,18.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,10.0,0.0,-0.0,6.0,7.0,-0.0,-0.0,0.0,-0.0,10.0,6.0,6.0,27
160,160,2006-05-06,2006.0,5.0,18.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,12.0,0.0,-0.0,10.0,7.0,0.0,-0.0,0.0,0.0,12.0,7.0,8.0,28
161,161,2006-05-07,2006.0,5.0,18.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,10.0,0.0,-0.0,6.0,7.0,-0.0,-0.0,0.0,-0.0,10.0,6.0,6.0,28
162,162,2006-05-09,2006.0,5.0,19.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,12.0,0.0,-0.0,5.0,7.0,-0.0,0.0,-0.0,-0.0,12.0,10.0,6.0,28
163,163,2006-05-10,2006.0,5.0,19.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,14.0,-0.0,0.0,6.0,4.0,-0.0,-0.0,0.0,-0.0,12.0,10.0,7.0,28
164,164,2006-05-11,2006.0,5.0,19.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,9.0,0.0,-0.0,12.0,6.0,-0.0,-0.0,0.0,0.0,11.0,8.0,8.0,28
165,165,2006-05-12,2006.0,5.0,19.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,10.0,0.0,0.0,18.0,4.0,0.0,-0.0,0.0,-0.0,11.0,6.0,8.0,28
166,166,2006-05-13,2006.0,5.0,19.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,19.0,-0.0,0.0,12.0,4.0,-0.0,-0.0,0.0,0.0,14.0,9.0,9.0,28
167,167,2006-05-14,2006.0,5.0,19.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,17.0,0.0,0.0,10.0,6.0,0.0,-0.0,0.0,-0.0,16.0,6.0,10.0,28
166,166,2006-05-13,2006.0,5.0,19.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,19.0,-0.0,0.0,12.0,4.0,-0.0,-0.0,0.0,0.0,14.0,9.0,9.0,29
167,167,2006-05-14,2006.0,5.0,19.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,17.0,0.0,0.0,10.0,6.0,0.0,-0.0,0.0,-0.0,16.0,6.0,10.0,29
168,168,2006-05-15,2006.0,5.0,20.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,17.0,-0.0,-0.0,6.0,7.0,-0.0,-0.0,0.0,0.0,13.0,6.0,8.0,29
169,169,2006-05-16,2006.0,5.0,20.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,13.0,-0.0,0.0,12.0,7.0,0.0,-0.0,-0.0,-0.0,15.0,6.0,9.0,29
170,170,2006-05-17,2006.0,5.0,20.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,11.0,-0.0,0.0,17.0,6.0,-0.0,-0.0,0.0,-0.0,11.0,4.0,9.0,29
171,171,2006-05-18,2006.0,5.0,20.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,11.0,-0.0,0.0,13.0,5.0,0.0,0.0,0.0,-0.0,11.0,9.0,9.0,29
172,172,2006-05-19,2006.0,5.0,20.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,10.0,-0.0,0.0,17.0,5.0,0.0,0.0,-0.0,0.0,13.0,8.0,9.0,29
173,173,2006-05-20,2006.0,5.0,20.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,12.0,0.0,0.0,13.0,4.0,0.0,-0.0,-0.0,-0.0,17.0,9.0,9.0,29
174,174,2006-05-21,2006.0,5.0,20.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,10.0,0.0,-0.0,17.0,6.0,-0.0,-0.0,-0.0,-0.0,16.0,5.0,8.0,29
173,173,2006-05-20,2006.0,5.0,20.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,12.0,0.0,0.0,13.0,4.0,0.0,-0.0,-0.0,-0.0,17.0,9.0,9.0,30
174,174,2006-05-21,2006.0,5.0,20.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,10.0,0.0,-0.0,17.0,6.0,-0.0,-0.0,-0.0,-0.0,16.0,5.0,8.0,30
175,175,2006-05-22,2006.0,5.0,21.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,12.0,0.0,-0.0,13.0,4.0,0.0,-0.0,0.0,-0.0,15.0,6.0,9.0,30
176,176,2006-05-23,2006.0,5.0,21.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,10.0,-0.0,0.0,18.0,5.0,-0.0,0.0,-0.0,0.0,9.0,5.0,9.0,30
177,177,2006-05-24,2006.0,5.0,21.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,7.0,-0.0,-0.0,12.0,4.0,0.0,-0.0,0.0,-0.0,12.0,10.0,9.0,30
178,178,2006-05-25,2006.0,5.0,21.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,14.0,0.0,0.0,10.0,4.0,0.0,-0.0,-0.0,-0.0,12.0,19.0,9.0,30
179,179,2006-05-26,2006.0,5.0,21.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,10.0,0.0,-0.0,5.0,4.0,-0.0,-0.0,0.0,-0.0,12.0,9.0,9.0,30
180,180,2006-05-27,2006.0,5.0,21.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,8.0,-0.0,0.0,7.0,6.0,-0.0,-0.0,0.0,-0.0,12.0,4.0,9.0,30
181,181,2006-05-28,2006.0,5.0,21.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,14.0,-0.0,0.0,8.0,4.0,-0.0,0.0,0.0,0.0,8.0,5.0,9.0,30
180,180,2006-05-27,2006.0,5.0,21.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,8.0,-0.0,0.0,7.0,6.0,-0.0,-0.0,0.0,-0.0,12.0,4.0,9.0,31
181,181,2006-05-28,2006.0,5.0,21.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,14.0,-0.0,0.0,8.0,4.0,-0.0,0.0,0.0,0.0,8.0,5.0,9.0,31
182,182,2006-05-29,2006.0,5.0,22.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,13.0,0.0,0.0,11.0,4.0,-0.0,0.0,-0.0,-0.0,10.0,9.0,8.0,31
183,183,2006-05-30,2006.0,5.0,22.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,13.0,0.0,-0.0,12.0,5.0,0.0,-0.0,-0.0,0.0,12.0,8.0,9.0,31
184,184,2006-05-31,2006.0,5.0,22.0,31.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,11.0,0.0,-0.0,10.0,3.0,0.0,-0.0,0.0,0.0,17.0,5.0,9.0,31
185,185,2007-05-01,2007.0,5.0,18.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,10.0,0.0,-0.0,6.0,4.0,-0.0,0.0,-0.0,0.0,12.0,6.0,9.0,32
186,186,2007-05-02,2007.0,5.0,18.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,9.0,0.0,-0.0,12.0,5.0,0.0,-0.0,-0.0,-0.0,12.0,8.0,8.0,32
187,187,2007-05-03,2007.0,5.0,18.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,10.0,-0.0,0.0,10.0,5.0,-0.0,0.0,-0.0,0.0,15.0,7.0,7.0,32
188,188,2007-05-04,2007.0,5.0,18.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,12.0,-0.0,-0.0,10.0,3.0,0.0,-0.0,0.0,-0.0,12.0,6.0,6.0,32
189,189,2007-05-05,2007.0,5.0,18.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,9.0,-0.0,-0.0,10.0,6.0,-0.0,-0.0,0.0,-0.0,16.0,6.0,7.0,32
190,190,2007-05-06,2007.0,5.0,18.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,9.0,0.0,-0.0,10.0,4.0,-0.0,-0.0,0.0,-0.0,12.0,9.0,6.0,32
189,189,2007-05-05,2007.0,5.0,18.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,9.0,-0.0,-0.0,10.0,6.0,-0.0,-0.0,0.0,-0.0,16.0,6.0,7.0,33
190,190,2007-05-06,2007.0,5.0,18.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,9.0,0.0,-0.0,10.0,4.0,-0.0,-0.0,0.0,-0.0,12.0,9.0,6.0,33
191,191,2007-05-07,2007.0,5.0,19.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,14.0,0.0,0.0,10.0,5.0,-0.0,0.0,0.0,0.0,12.0,9.0,7.0,33
192,192,2007-05-08,2007.0,5.0,19.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,10.0,-0.0,-0.0,10.0,4.0,-0.0,-0.0,0.0,-0.0,11.0,7.0,8.0,33
193,193,2007-05-09,2007.0,5.0,19.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,10.0,0.0,0.0,7.0,4.0,-0.0,-0.0,0.0,0.0,12.0,4.0,6.0,33
194,194,2007-05-10,2007.0,5.0,19.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,11.0,0.0,0.0,12.0,4.0,-0.0,0.0,-0.0,0.0,16.0,13.0,6.0,33
195,195,2007-05-11,2007.0,5.0,19.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,9.0,0.0,-0.0,9.0,3.0,0.0,0.0,-0.0,-0.0,12.0,6.0,7.0,33
196,196,2007-05-12,2007.0,5.0,19.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,8.0,-0.0,-0.0,5.0,5.0,0.0,-0.0,-0.0,0.0,15.0,10.0,7.0,33
197,197,2007-05-13,2007.0,5.0,19.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,8.0,0.0,-0.0,4.0,3.0,0.0,0.0,-0.0,0.0,16.0,3.0,8.0,33
196,196,2007-05-12,2007.0,5.0,19.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,8.0,-0.0,-0.0,5.0,5.0,0.0,-0.0,-0.0,0.0,15.0,10.0,7.0,34
197,197,2007-05-13,2007.0,5.0,19.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,8.0,0.0,-0.0,4.0,3.0,0.0,0.0,-0.0,0.0,16.0,3.0,8.0,34
198,198,2007-05-14,2007.0,5.0,20.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,9.0,0.0,0.0,7.0,2.0,0.0,0.0,-0.0,0.0,12.0,5.0,6.0,34
199,199,2007-05-15,2007.0,5.0,20.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,7.0,-0.0,-0.0,5.0,4.0,-0.0,0.0,-0.0,0.0,17.0,7.0,7.0,34
200,200,2007-05-16,2007.0,5.0,20.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,9.0,0.0,-0.0,6.0,4.0,0.0,-0.0,-0.0,-0.0,11.0,7.0,6.0,34
201,201,2007-05-17,2007.0,5.0,20.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,14.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,-0.0,10.0,6.0,7.0,34
202,202,2007-05-18,2007.0,5.0,20.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,12.0,-0.0,-0.0,6.0,6.0,0.0,-0.0,-0.0,-0.0,12.0,8.0,8.0,34
203,203,2007-05-20,2007.0,5.0,20.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,13.0,0.0,0.0,7.0,6.0,0.0,-0.0,-0.0,-0.0,8.0,8.0,9.0,34
202,202,2007-05-18,2007.0,5.0,20.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,12.0,-0.0,-0.0,6.0,6.0,0.0,-0.0,-0.0,-0.0,12.0,8.0,8.0,35
203,203,2007-05-20,2007.0,5.0,20.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,13.0,0.0,0.0,7.0,6.0,0.0,-0.0,-0.0,-0.0,8.0,8.0,9.0,35
204,204,2007-05-21,2007.0,5.0,21.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,12.0,-0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,11.0,9.0,9.0,35
205,205,2007-05-22,2007.0,5.0,21.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,9.0,0.0,0.0,4.0,4.0,-0.0,0.0,-0.0,-0.0,12.0,9.0,9.0,35
206,206,2007-05-23,2007.0,5.0,21.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,10.0,-0.0,-0.0,5.0,3.0,0.0,0.0,-0.0,-0.0,11.0,9.0,9.0,35
207,207,2007-05-24,2007.0,5.0,21.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,14.0,0.0,-0.0,4.0,6.0,-0.0,-0.0,0.0,0.0,11.0,10.0,9.0,35
208,208,2007-05-25,2007.0,5.0,21.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,11.0,-0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,16.0,11.0,9.0,35
209,209,2007-05-26,2007.0,5.0,21.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,9.0,0.0,-0.0,6.0,6.0,-0.0,0.0,0.0,0.0,12.0,10.0,9.0,35
210,210,2007-05-27,2007.0,5.0,21.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,9.0,-0.0,-0.0,6.0,5.0,0.0,-0.0,-0.0,0.0,12.0,10.0,9.0,35
209,209,2007-05-26,2007.0,5.0,21.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,9.0,0.0,-0.0,6.0,6.0,-0.0,0.0,0.0,0.0,12.0,10.0,9.0,36
