,Unnamed: 0,datetime,year,month,week,day,night,morning,noon,evening,season_summer,season_winter,season_spring,season_monsoon,season_autumn,month_cos,month_sin,week_cos,week_sin, _dewptm_bars, _fog, _hail, _hum_bars, _pressurem_bars, _rain, _snow, _thunder, _tornado, _vism_bars, _wspdm_bars,Temp,sequence
66,66,2003-05-04,2003.0,5.0,18.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,13.0,0.0,0.0,10.0,5.0,-0.0,-0.0,0.0,0.0,13.0,8.0,7.0,11
67,67,2003-05-05,2003.0,5.0,19.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,10.0,0.0,0.0,10.0,7.0,0.0,0.0,-0.0,-0.0,16.0,6.0,8.0,11
68,68,2003-05-06,2003.0,5.0,19.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,11.0,-0.0,-0.0,10.0,7.0,0.0,0.0,0.0,0.0,10.0,9.0,7.0,11
69,69,2003-05-07,2003.0,5.0,19.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,9.0,-0.0,-0.0,10.0,3.0,-0.0,0.0,-0.0,0.0,10.0,11.0,7.0,11
70,70,2003-05-08,2003.0,5.0,19.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,8.0,-0.0,-0.0,10.0,3.0,0.0,-0.0,0.0,0.0,10.0,19.0,6.0,11
71,71,2003-05-09,2003.0,5.0,19.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,11.0,0.0,0.0,10.0,5.0,-0.0,0.0,-0.0,-0.0,13.0,14.0,7.0,11
72,72,2003-05-10,2003.0,5.0,19.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,15.0,-0.0,-0.0,10.0,5.0,-0.0,-0.0,-0.0,-0.0,19.0,11.0,8.0,11
73,73,2003-05-11,2003.0,5.0,19.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,13.0,-0.0,-0.0,8.0,5.0,0.0,-0.0,-0.0,-0.0,17.0,19.0,8.0,11
72,72,2003-05-10,2003.0,5.0,19.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,15.0,-0.0,-0.0,10.0,5.0,-0.0,-0.0,-0.0,-0.0,19.0,11.0,8.0,12
73,73,2003-05-11,2003.0,5.0,19.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,13.0,-0.0,-0.0,8.0,5.0,0.0,-0.0,-0.0,-0.0,17.0,19.0,8.0,12
74,74,2003-05-12,2003.0,5.0,20.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,9.0,0.0,-0.0,6.0,4.0,0.0,0.0,0.0,-0.0,16.0,19.0,8.0,12
75,75,2003-05-13,2003.0,5.0,20.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,10.0,0.0,-0.0,4.0,3.0,0.0,0.0,-0.0,0.0,12.0,19.0,9.0,12
76,76,2003-05-14,2003.0,5.0,20.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,15.0,-0.0,0.0,5.0,3.0,-0.0,0.0,0.0,0.0,12.0,19.0,8.0,12
77,77,2003-05-15,2003.0,5.0,20.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,13.0,-0.0,-0.0,5.0,5.0,0.0,0.0,0.0,0.0,11.0,19.0,7.0,12
78,78,2003-05-16,2003.0,5.0,20.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,11.0,0.0,0.0,8.0,4.0,0.0,-0.0,-0.0,0.0,12.0,13.0,6.0,12
79,79,2003-05-17,2003.0,5.0,20.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,10.0,0.0,0.0,5.0,4.0,-0.0,-0.0,-0.0,-0.0,16.0,13.0,7.0,12
80,80,2003-05-18,2003.0,5.0,20.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,10.0,0.0,-0.0,7.0,6.0,0.0,-0.0,-0.0,-0.0,14.0,10.0,8.0,12
79,79,2003-05-17,2003.0,5.0,20.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,10.0,0.0,0.0,5.0,4.0,-0.0,-0.0,-0.0,-0.0,16.0,13.0,7.0,13
80,80,2003-05-18,2003.0,5.0,20.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,10.0,0.0,-0.0,7.0,6.0,0.0,-0.0,-0.0,-0.0,14.0,10.0,8.0,13
81,81,2003-05-19,2003.0,5.0,21.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,13.0,0.0,-0.0,5.0,5.0,-0.0,-0.0,-0.0,0.0,16.0,19.0,9.0,13
82,82,2003-05-20,2003.0,5.0,21.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853814,9.0,0.0,-0.0,5.0,6.0,-0.0,0.0,-0.0,0.0,11.0,6.0,10.0,13
83,83,2003-05-21,2003.0,5.0,21.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853815,12.0,-0.0,-0.0,5.0,7.0,0.0,0.0,-0.0,-0.0,9.0,10.0,8.0,13
84,84,2003-05-22,2003.0,5.0,21.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,13.0,0.0,0.0,5.0,6.0,0.0,0.0,-0.0,0.0,11.0,6.0,7.0,13
85,85,2003-05-23,2003.0,5.0,21.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853814,9.0,0.0,-0.0,6.0,6.0,-0.0,0.0,0.0,0.0,7.0,10.0,6.0,13
86,86,2003-05-24,2003.0,5.0,21.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853814,11.0,-0.0,-0.0,7.0,3.0,-0.0,-0.0,0.0,-0.0,10.0,9.0,6.0,13
87,87,2003-05-25,2003.0,5.0,21.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853815,12.0,0.0,-0.0,4.0,2.0,-0.0,0.0,0.0,0.0,3.0,11.0,6.0,13
86,86,2003-05-24,2003.0,5.0,21.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853814,11.0,-0.0,-0.0,7.0,3.0,-0.0,-0.0,0.0,-0.0,10.0,9.0,6.0,14
87,87,2003-05-25,2003.0,5.0,21.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853815,12.0,0.0,-0.0,4.0,2.0,-0.0,0.0,0.0,0.0,3.0,11.0,6.0,14
88,88,2003-05-26,2003.0,5.0,22.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,14.0,0.0,-0.0,12.0,2.0,-0.0,0.0,0.0,0.0,8.0,5.0,6.0,14
89,89,2003-05-27,2003.0,5.0,22.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,11.0,0.0,-0.0,10.0,3.0,0.0,-0.0,-0.0,-0.0,10.0,5.0,6.0,14
90,90,2003-05-28,2003.0,5.0,22.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,13.0,-0.0,-0.0,7.0,3.0,0.0,-0.0,-0.0,-0.0,13.0,6.0,6.0,14
91,91,2003-05-29,2003.0,5.0,22.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,9.0,-0.0,0.0,5.0,5.0,-0.0,0.0,-0.0,0.0,10.0,6.0,6.0,14
92,92,2003-05-30,2003.0,5.0,22.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,14.0,-0.0,0.0,6.0,4.0,0.0,-0.0,-0.0,-0.0,13.0,11.0,7.0,14
93,93,2003-05-31,2003.0,5.0,22.0,31.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,19.0,0.0,-0.0,7.0,5.0,-0.0,0.0,0.0,0.0,11.0,8.0,8.0,14
94,94,2004-05-01,2004.0,5.0,18.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,16.0,-0.0,-0.0,7.0,3.0,0.0,0.0,0.0,0.0,10.0,7.0,7.0,15
95,95,2004-05-02,2004.0,5.0,18.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977912,0.9229837607760186,17.0,0.0,-0.0,5.0,6.0,-0.0,-0.0,0.0,-0.0,12.0,8.0,8.0,15
94,94,2004-05-01,2004.0,5.0,18.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,16.0,-0.0,-0.0,7.0,3.0,0.0,0.0,0.0,0.0,10.0,7.0,7.0,16
95,95,2004-05-02,2004.0,5.0,18.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977912,0.9229837607760186,17.0,0.0,-0.0,5.0,6.0,-0.0,-0.0,0.0,-0.0,12.0,8.0,8.0,16
96,96,2004-05-03,2004.0,5.0,19.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391702,13.0,0.0,0.0,7.0,6.0,-0.0,-0.0,0.0,-0.0,5.0,7.0,9.0,16
97,97,2004-05-04,2004.0,5.0,19.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391702,10.0,0.0,-0.0,11.0,7.0,-0.0,-0.0,0.0,0.0,11.0,8.0,8.0,16
98,98,2004-05-05,2004.0,5.0,19.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,11.0,0.0,0.0,12.0,6.0,-0.0,0.0,-0.0,0.0,13.0,8.0,6.0,16
99,99,2004-05-06,2004.0,5.0,19.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520835,0.8884325167391702,9.0,-0.0,-0.0,9.0,4.0,0.0,-0.0,0.0,-0.0,15.0,5.0,7.0,16
100,100,2004-05-07,2004.0,5.0,19.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,10.0,-0.0,-0.0,6.0,4.0,-0.0,-0.0,0.0,-0.0,14.0,9.0,6.0,16
101,101,2004-05-08,2004.0,5.0,19.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391702,13.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,-0.0,16.0,8.0,7.0,16
102,102,2004-05-09,2004.0,5.0,19.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391702,9.0,0.0,0.0,6.0,3.0,-0.0,0.0,-0.0,-0.0,12.0,4.0,8.0,16
101,101,2004-05-08,2004.0,5.0,19.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391702,13.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,-0.0,16.0,8.0,7.0,17
102,102,2004-05-09,2004.0,5.0,19.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391702,9.0,0.0,0.0,6.0,3.0,-0.0,0.0,-0.0,-0.0,12.0,4.0,8.0,17
103,103,2004-05-10,2004.0,5.0,20.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,11.0,-0.0,0.0,5.0,4.0,0.0,0.0,-0.0,-0.0,17.0,8.0,6.0,17
104,104,2004-05-11,2004.0,5.0,20.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.848428531621881,13.0,0.0,0.0,6.0,4.0,0.0,0.0,-0.0,0.0,11.0,4.0,7.0,17
105,105,2004-05-12,2004.0,5.0,20.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.848428531621881,10.0,-0.0,-0.0,5.0,3.0,-0.0,-0.0,0.0,0.0,11.0,7.0,8.0,17
106,106,2004-05-13,2004.0,5.0,20.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.848428531621881,15.0,0.0,0.0,6.0,6.0,0.0,-0.0,-0.0,-0.0,14.0,9.0,6.0,17
107,107,2004-05-14,2004.0,5.0,20.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.848428531621881,8.0,0.0,0.0,6.0,7.0,-0.0,-0.0,-0.0,-0.0,17.0,6.0,7.0,17
108,108,2004-05-15,2004.0,5.0,20.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,11.0,-0.0,0.0,8.0,8.0,0.0,-0.0,0.0,-0.0,12.0,5.0,6.0,17
109,109,2004-05-16,2004.0,5.0,20.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,9.0,0.0,-0.0,11.0,7.0,0.0,0.0,-0.0,0.0,10.0,6.0,7.0,17
108,108,2004-05-15,2004.0,5.0,20.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,11.0,-0.0,0.0,8.0,8.0,0.0,-0.0,0.0,-0.0,12.0,5.0,6.0,18
109,109,2004-05-16,2004.0,5.0,20.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.1404916078341044,0.8484285316218811,9.0,0.0,-0.0,11.0,7.0,0.0,0.0,-0.0,0.0,10.0,6.0,7.0,18
110,110,2004-05-17,2004.0,5.0,21.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853814,13.0,0.0,-0.0,12.0,1.0,0.0,-0.0,-0.0,-0.0,9.0,12.0,6.0,18
111,111,2004-05-18,2004.0,5.0,21.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853814,9.0,0.0,0.0,18.0,4.0,-0.0,0.0,0.0,0.0,10.0,12.0,7.0,18
112,112,2004-05-19,2004.0,5.0,21.0,19.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853814,10.0,-0.0,-0.0,13.0,7.0,0.0,0.0,0.0,0.0,11.0,18.0,8.0,18
113,113,2004-05-20,2004.0,5.0,21.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853816,8.0,-0.0,0.0,17.0,7.0,-0.0,0.0,0.0,-0.0,12.0,19.0,9.0,18
114,114,2004-05-21,2004.0,5.0,21.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853814,13.0,-0.0,-0.0,13.0,6.0,0.0,0.0,-0.0,-0.0,11.0,6.0,9.0,18
115,115,2004-05-22,2004.0,5.0,21.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853814,13.0,-0.0,0.0,18.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,10.0,9.0,18
116,116,2004-05-23,2004.0,5.0,21.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853814,12.0,0.0,-0.0,13.0,7.0,0.0,0.0,-0.0,-0.0,6.0,5.0,9.0,18
115,115,2004-05-22,2004.0,5.0,21.0,22.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853814,13.0,-0.0,0.0,18.0,8.0,-0.0,-0.0,-0.0,-0.0,8.0,10.0,9.0,19
116,116,2004-05-23,2004.0,5.0,21.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.10178402520066376,0.8035333736853814,12.0,0.0,-0.0,13.0,7.0,0.0,0.0,-0.0,-0.0,6.0,5.0,9.0,19
117,117,2004-05-24,2004.0,5.0,22.0,24.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,11.0,0.0,0.0,17.0,7.0,-0.0,-0.0,0.0,-0.0,13.0,9.0,9.0,19
118,118,2004-05-25,2004.0,5.0,22.0,25.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,12.0,-0.0,-0.0,13.0,6.0,0.0,0.0,0.0,-0.0,11.0,8.0,9.0,19
119,119,2004-05-26,2004.0,5.0,22.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,14.0,0.0,0.0,18.0,5.0,0.0,-0.0,-0.0,-0.0,12.0,8.0,9.0,19
120,120,2004-05-27,2004.0,5.0,22.0,27.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,6.0,-0.0,-0.0,12.0,4.0,-0.0,0.0,0.0,-0.0,12.0,6.0,9.0,19
121,121,2004-05-28,2004.0,5.0,22.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,11.0,-0.0,0.0,10.0,4.0,-0.0,0.0,-0.0,0.0,10.0,7.0,9.0,19
122,122,2004-05-29,2004.0,5.0,22.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,9.0,0.0,-0.0,10.0,5.0,-0.0,-0.0,0.0,0.0,11.0,7.0,8.0,19
123,123,2004-05-30,2004.0,5.0,22.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,8.0,-0.0,0.0,10.0,5.0,0.0,-0.0,0.0,0.0,12.0,11.0,9.0,19
122,122,2004-05-29,2004.0,5.0,22.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,9.0,0.0,-0.0,10.0,5.0,-0.0,-0.0,0.0,0.0,11.0,7.0,8.0,20
123,123,2004-05-30,2004.0,5.0,22.0,30.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.06866035299699264,0.7543772725357004,8.0,-0.0,0.0,10.0,5.0,0.0,-0.0,0.0,0.0,12.0,11.0,9.0,20
124,124,2004-05-31,2004.0,5.0,23.0,31.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.04158557497284522,0.7016502720814762,13.0,-0.0,0.0,10.0,5.0,0.0,-0.0,0.0,0.0,12.0,7.0,9.0,20
125,125,2005-05-01,2005.0,5.0,17.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.284338952479103,0.9515972400034104,9.0,-0.0,-0.0,10.0,4.0,-0.0,-0.0,-0.0,-0.0,9.0,11.0,8.0,21
124,124,2004-05-31,2004.0,5.0,23.0,31.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.04158557497284522,0.7016502720814762,13.0,-0.0,0.0,10.0,5.0,0.0,-0.0,0.0,0.0,12.0,7.0,9.0,22
125,125,2005-05-01,2005.0,5.0,17.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.284338952479103,0.9515972400034104,9.0,-0.0,-0.0,10.0,4.0,-0.0,-0.0,-0.0,-0.0,9.0,11.0,8.0,22
126,126,2005-05-03,2005.0,5.0,18.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,10.0,-0.0,-0.0,10.0,4.0,0.0,-0.0,-0.0,0.0,12.0,11.0,9.0,22
127,127,2005-05-04,2005.0,5.0,18.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,10.0,0.0,-0.0,10.0,4.0,0.0,0.0,0.0,0.0,16.0,9.0,9.0,22
128,128,2005-05-05,2005.0,5.0,18.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,11.0,0.0,0.0,10.0,4.0,0.0,-0.0,-0.0,-0.0,10.0,10.0,10.0,22
129,129,2005-05-06,2005.0,5.0,18.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,7.0,-0.0,0.0,10.0,3.0,-0.0,0.0,-0.0,0.0,15.0,6.0,8.0,22
130,130,2005-05-07,2005.0,5.0,18.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,10.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,8.0,7.0,7.0,22
131,131,2005-05-08,2005.0,5.0,18.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,14.0,-0.0,0.0,10.0,4.0,-0.0,0.0,-0.0,0.0,13.0,6.0,7.0,22
130,130,2005-05-07,2005.0,5.0,18.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,10.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,8.0,7.0,7.0,23
131,131,2005-05-08,2005.0,5.0,18.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.2324142677977913,0.9229837607760186,14.0,-0.0,0.0,10.0,4.0,-0.0,0.0,-0.0,0.0,13.0,6.0,7.0,23
132,132,2005-05-09,2005.0,5.0,19.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,19.0,-0.0,0.0,10.0,4.0,-0.0,0.0,0.0,0.0,6.0,12.0,6.0,23
133,133,2005-05-10,2005.0,5.0,19.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,16.0,0.0,-0.0,10.0,4.0,-0.0,0.0,0.0,0.0,11.0,11.0,7.0,23
134,134,2005-05-11,2005.0,5.0,19.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,16.0,-0.0,-0.0,10.0,4.0,-0.0,0.0,-0.0,-0.0,10.0,19.0,6.0,23
135,135,2005-05-12,2005.0,5.0,19.0,12.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,13.0,-0.0,-0.0,10.0,5.0,-0.0,-0.0,0.0,-0.0,15.0,6.0,7.0,23
136,136,2005-05-13,2005.0,5.0,19.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,6.0,-0.0,0.0,10.0,6.0,0.0,-0.0,0.0,0.0,12.0,11.0,7.0,23
137,137,2005-05-14,2005.0,5.0,19.0,14.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,11.0,0.0,0.0,4.0,5.0,-0.0,0.0,0.0,-0.0,10.0,19.0,7.0,23
138,138,2005-05-15,2005.0,5.0,19.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.06698729810778065,0.75,0.18423973128520832,0.8884325167391701,11.0,0.0,0.0,12.0,6.0,-0.0,0.0,0.0,0.0,18.0,13.0,7.0,23
