,datetime, _conds, _dewptm, _fog, _hail, _hum, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wspdm,year,month,week,day,hour,night,morning,noon,evening,Temp
958,2001-11-09,Haze,0.2682926829268293,0.0,0.0,0.1979166666666667,0.2910447761194037,0.0,0.0,28.0,0.0,0.0,0.06666666666666667,0.5,2001.0,11.0,45.0,9.0,10.0,0.0,0.0,1.0,0.0,7.0
960,2001-11-10,Haze,0.21951219512195125,0.0,0.0,0.16145833333333337,0.2835820895522394,0.0,0.0,28.5,0.0,0.0,0.07625,0.13243243243243244,2001.0,11.0,45.0,10.0,10.5,0.0,0.0,1.0,0.0,7.0
962,2001-11-11,Clear,0.29268292682926833,0.0,0.0,0.1979166666666667,0.2835820895522394,0.0,0.0,29.0,0.0,0.0,0.04666666666666666,0.2513513513513514,2001.0,11.0,45.0,11.0,10.0,0.0,0.0,1.0,0.0,7.0
964,2001-11-12,Smoke,0.32113821138211385,0.0,0.0,0.31770833333333337,0.2922885572139308,0.0,0.0,24.5,0.0,0.0,0.03305555555555555,0.209009009009009,2001.0,11.0,46.0,12.0,12.5,0.0,0.0,1.0,0.0,5.0
965,2001-11-13,Haze,0.2682926829268293,0.0,0.0,0.18750000000000006,0.2910447761194037,0.0,0.0,29.0,0.0,0.0,0.058333333333333334,0.4,2001.0,11.0,46.0,13.0,10.0,0.0,0.0,1.0,0.0,7.0
967,2001-11-14,Smoke,0.3333333333333334,0.0,0.0,0.33854166666666674,0.3009950248756222,0.0,0.0,24.0,0.0,0.0,0.02708333333333333,0.050450450450450456,2001.0,11.0,46.0,14.0,12.5,0.0,0.0,1.0,0.0,5.0
968,2001-11-15,Smoke,0.4146341463414634,0.0,0.0,0.4045138888888889,0.2972636815920402,0.0,0.0,24.666666666666668,0.0,0.0,0.015972222222222224,0.06306306306306307,2001.0,11.0,46.0,15.0,12.5,0.0,0.0,1.0,0.0,5.0
969,2001-11-16,Clear,0.4634146341463415,0.0,0.0,0.5833333333333335,0.29850746268656714,0.0,0.0,21.0,0.0,0.0,0.016666666666666666,0.0,2001.0,11.0,46.0,16.0,14.0,0.0,0.0,1.0,0.0,4.0
971,2001-11-17,Smoke,0.4487804878048781,0.0,0.0,0.48958333333333337,0.30149253731343306,0.0,0.0,23.2,0.0,0.0,0.014333333333333333,0.04540540540540541,2001.0,11.0,46.0,17.0,13.0,0.0,0.0,1.0,0.0,5.0
972,2001-11-18,Smoke,0.37073170731707317,0.0,0.0,0.3729166666666667,0.3,0.0,0.0,23.8,0.0,0.0,0.03233333333333333,0.13027027027027027,2001.0,11.0,46.0,18.0,12.0,0.0,0.0,1.0,0.0,5.0
973,2001-11-19,Smoke,0.3170731707317073,0.0,0.0,0.3368055555555556,0.310945273631841,0.0,0.0,23.666666666666668,0.0,0.0,0.035277777777777776,0.07522522522522522,2001.0,11.0,47.0,19.0,12.5,0.0,0.0,1.0,0.0,5.0
974,2001-11-20,Smoke,0.34146341463414637,0.0,0.0,0.375,0.31343283582089576,0.0,0.0,22.6,0.0,0.0,0.025166666666666664,0.0,2001.0,11.0,47.0,20.0,13.0,0.0,0.0,1.0,0.0,5.0
975,2001-11-21,Smoke,0.31300813008130085,0.0,0.0,0.31423611111111116,0.3097014925373136,0.0,0.0,24.166666666666668,0.0,0.0,0.0325,0.0918918918918919,2001.0,11.0,47.0,21.0,12.5,0.0,0.0,1.0,0.0,5.0
976,2001-11-22,Smoke,0.3333333333333334,0.0,0.0,0.3506944444444445,0.30472636815920406,0.0,0.0,23.333333333333332,0.0,0.0,0.031111111111111114,0.0918918918918919,2001.0,11.0,47.0,22.0,12.5,0.0,0.0,1.0,0.0,5.0
977,2001-11-23,Smoke,0.31219512195121957,0.0,0.0,0.35208333333333336,0.29850746268656747,0.0,0.0,22.6,0.0,0.0,0.03833333333333334,0.19027027027027027,2001.0,11.0,47.0,23.0,12.6,0.0,0.0,1.0,0.0,5.0
978,2001-11-24,Smoke,0.2682926829268293,0.0,0.0,0.3055555555555556,0.3084577114427862,0.0,0.0,22.5,0.0,0.0,0.03666666666666667,0.06711711711711713,2001.0,11.0,47.0,24.0,12.5,0.0,0.0,1.0,0.0,5.0
979,2001-11-25,Smoke,0.3219512195121952,0.0,0.0,0.36458333333333337,0.30895522388059715,0.0,0.0,22.2,0.0,0.0,0.03233333333333334,0.1,2001.0,11.0,47.0,25.0,12.8,0.0,0.0,1.0,0.0,5.0
980,2001-11-26,Smoke,0.2886178861788618,0.0,0.0,0.3576388888888889,0.3034825870646767,0.0,0.0,21.333333333333332,0.0,0.0,0.03819444444444444,0.0837837837837838,2001.0,11.0,48.0,26.0,12.5,0.0,0.0,1.0,0.0,4.0
981,2001-11-27,Smoke,0.3170731707317074,0.0,0.0,0.39583333333333337,0.30597014925373145,0.0,0.0,20.8,0.0,0.0,0.03083333333333333,0.04,2001.0,11.0,48.0,27.0,13.0,0.0,0.0,1.0,0.0,4.0
982,2001-11-28,Smoke,0.29674796747967486,0.0,0.0,0.3645833333333334,0.28980099502487616,0.0,0.0,21.0,0.0,0.0,0.03305555555555555,0.10855855855855856,2001.0,11.0,48.0,28.0,12.5,0.0,0.0,1.0,0.0,4.0
983,2001-11-29,Smoke,0.29674796747967486,0.0,0.0,0.35937500000000006,0.3097014925373136,0.0,0.0,21.333333333333332,0.0,0.0,0.035555555555555556,0.1045045045045045,2001.0,11.0,48.0,29.0,12.5,0.0,0.0,1.0,0.0,4.0
984,2001-11-30,Smoke,0.2764227642276423,0.0,0.0,0.3576388888888889,0.3084577114427862,0.0,0.0,20.5,0.0,0.0,0.04486111111111111,0.350900900900901,2001.0,11.0,48.0,30.0,12.5,0.0,0.0,1.0,0.0,4.0
985,2001-12-01,Smoke,0.31300813008130085,0.0,0.0,0.37152777777777785,0.2997512437810945,0.0,0.0,21.5,0.0,0.0,0.04388888888888889,0.3006756756756757,2001.0,12.0,48.0,1.0,12.5,0.0,0.0,1.0,0.0,4.0
986,2001-12-02,Smoke,0.3252032520325204,0.0,0.0,0.39409722222222227,0.2935323383084582,0.0,0.0,21.166666666666668,0.0,0.0,0.04722222222222222,0.20045045045045048,2001.0,12.0,48.0,2.0,12.5,0.0,0.0,1.0,0.0,4.0
987,2001-12-03,Smoke,0.2804878048780488,0.0,0.0,0.3125,0.2947761194029854,0.0,0.0,22.5,0.0,0.0,0.04027777777777777,0.0918918918918919,2001.0,12.0,49.0,3.0,12.5,0.0,0.0,1.0,0.0,5.0
988,2001-12-04,Smoke,0.31300813008130085,0.0,0.0,0.3524305555555556,0.2860696517412942,0.0,0.0,22.666666666666668,0.0,0.0,0.05194444444444445,0.08333333333333333,2001.0,12.0,49.0,4.0,12.5,0.0,0.0,1.0,0.0,5.0
989,2001-12-05,Smoke,0.34959349593495936,0.0,0.0,0.3645833333333333,0.2835820895522394,0.0,0.0,23.333333333333332,0.0,0.0,0.04666666666666667,0.20855855855855854,2001.0,12.0,49.0,5.0,12.5,0.0,0.0,1.0,0.0,5.0
990,2001-12-06,Smoke,0.30487804878048785,0.0,0.0,0.3802083333333334,0.2947761194029854,0.0,0.0,21.0,0.0,0.0,0.045925925925925926,0.12522522522522522,2001.0,12.0,49.0,6.0,12.5,0.0,0.0,1.0,0.0,4.0
991,2001-12-07,Smoke,0.33739837398373984,0.0,0.0,0.37152777777777785,0.28731343283582156,0.0,0.0,22.666666666666668,0.0,0.0,0.04638888888888889,0.0918918918918919,2001.0,12.0,49.0,7.0,12.5,0.0,0.0,1.0,0.0,5.0
992,2001-12-08,Smoke,0.3536585365853658,0.0,0.0,0.3975694444444445,0.29228855721393066,0.0,0.0,22.166666666666668,0.0,0.0,0.034999999999999996,0.16711711711711716,2001.0,12.0,49.0,8.0,12.5,0.0,0.0,1.0,0.0,5.0
993,2001-12-09,Smoke,0.26422764227642276,0.0,0.0,0.34548611111111116,0.2985074626865674,0.0,0.0,20.333333333333332,0.0,0.0,0.050972222222222224,0.10000000000000002,2001.0,12.0,49.0,9.0,12.5,0.0,0.0,1.0,0.0,4.0
994,2001-12-10,Smoke,0.3983739837398374,0.0,0.0,0.545138888888889,0.3009950248756219,0.0,0.0,19.333333333333332,0.0,0.0,0.02361111111111111,0.3504504504504505,2001.0,12.0,50.0,10.0,12.5,0.0,0.0,1.0,0.0,4.0
995,2001-12-11,Smoke,0.3853658536585366,0.0,0.0,0.5083333333333334,0.30597014925373145,0.0,0.0,20.0,0.0,0.0,0.030666666666666658,0.20054054054054057,2001.0,12.0,50.0,11.0,12.2,0.0,0.0,1.0,0.0,4.0
996,2001-12-12,Smoke,0.40243902439024387,0.0,0.0,0.5156250000000001,0.32151741293532377,0.0,0.0,20.666666666666668,0.0,0.0,0.021944444444444444,0.29279279279279286,2001.0,12.0,50.0,12.0,12.5,0.0,0.0,1.0,0.0,4.0
997,2001-12-13,Smoke,0.29268292682926833,0.0,0.0,0.43125,0.3283582089552244,0.0,0.0,18.6,0.0,0.0,0.034499999999999996,0.19,2001.0,12.0,50.0,13.0,12.6,0.0,0.0,1.0,0.0,3.0
998,2001-12-14,Shallow Fog,0.3902439024390244,1.0,0.0,0.7604166666666669,0.3283582089552244,0.0,0.0,14.0,0.0,0.0,0.011666666666666665,0.2,2001.0,12.0,50.0,14.0,15.0,0.0,0.0,1.0,0.0,2.0
1000,2001-12-15,Shallow Fog,0.4634146341463415,1.0,0.0,0.8125000000000002,0.3358208955223887,0.0,0.0,16.0,0.0,0.0,0.013333333333333334,0.1,2001.0,12.0,50.0,15.0,15.0,0.0,0.0,1.0,0.0,3.0
1002,2001-12-16,Smoke,0.41951219512195126,0.0,0.0,0.6062500000000001,0.3223880597014929,0.0,0.0,18.8,0.0,0.0,0.023,0.05027027027027027,2001.0,12.0,50.0,16.0,12.0,0.0,0.0,1.0,0.0,3.0
1003,2001-12-17,Smoke,0.33739837398373984,0.0,0.0,0.48437500000000006,0.3358208955223887,0.0,0.0,18.833333333333332,0.0,0.0,0.037083333333333336,0.10045045045045047,2001.0,12.0,51.0,17.0,12.5,0.0,0.0,1.0,0.0,3.0
1004,2001-12-18,Smoke,0.3463414634146342,0.0,0.0,0.43125,0.3253731343283587,0.0,0.0,20.8,0.0,0.0,0.040499999999999994,0.07027027027027027,2001.0,12.0,51.0,18.0,12.0,0.0,0.0,1.0,0.0,4.0
1005,2001-12-19,Smoke,0.30487804878048785,0.0,0.0,0.43402777777777785,0.3507462686567166,0.0,0.0,19.0,0.0,0.0,0.03222222222222222,0.0918918918918919,2001.0,12.0,51.0,19.0,12.5,0.0,0.0,1.0,0.0,4.0
1006,2001-12-20,Smoke,0.3008130081300813,0.0,0.0,0.46875000000000006,0.34328358208955273,0.0,0.0,17.5,0.0,0.0,0.03638888888888888,0.25,2001.0,12.0,51.0,20.0,12.5,0.0,0.0,1.0,0.0,3.0
1007,2001-12-21,Smoke,0.2780487804878049,0.0,0.0,0.4333333333333334,0.34179104477612,0.0,0.0,17.6,0.0,0.0,0.045,0.20108108108108108,2001.0,12.0,51.0,21.0,12.2,0.0,0.0,1.0,0.0,3.0
1008,2001-12-22,Smoke,0.29268292682926833,0.0,0.0,0.5000000000000001,0.3457711442786075,0.0,0.0,16.666666666666668,0.0,0.0,0.033518518518518524,0.10045045045045047,2001.0,12.0,51.0,22.0,12.5,0.0,0.0,1.0,0.0,3.0
1009,2001-12-23,Smoke,0.3008130081300813,0.0,0.0,0.4895833333333334,0.33208955223880654,0.0,0.0,17.0,0.0,0.0,0.029166666666666664,0.10000000000000002,2001.0,12.0,51.0,23.0,12.5,0.0,0.0,1.0,0.0,3.0
1010,2001-12-24,Smoke,0.32317073170731714,0.0,0.0,0.4973958333333334,0.32462686567164223,0.0,0.0,17.75,0.0,0.0,0.029166666666666667,0.07567567567567568,2001.0,12.0,52.0,24.0,12.0,0.0,0.0,1.0,0.0,3.0
1011,2001-12-25,Smoke,0.326829268292683,0.0,0.0,0.4937500000000001,0.3208955223880601,0.0,0.0,18.0,0.0,0.0,0.020999999999999998,0.11081081081081083,2001.0,12.0,52.0,25.0,12.6,0.0,0.0,1.0,0.0,3.0
1012,2001-12-26,Smoke,0.34959349593495936,0.0,0.0,0.5208333333333334,0.3358208955223887,0.0,0.0,18.0,0.0,0.0,0.017222222222222222,0.03333333333333333,2001.0,12.0,52.0,26.0,12.5,0.0,0.0,1.0,0.0,3.0
1013,2001-12-27,Smoke,0.3373983739837399,0.0,0.0,0.5156250000000001,0.3457711442786075,0.0,0.0,17.666666666666668,0.0,0.0,0.02388888888888889,0.10833333333333334,2001.0,12.0,52.0,27.0,12.5,0.0,0.0,1.0,0.0,3.0
1014,2001-12-28,Fog,0.3739837398373984,1.0,0.0,0.8125000000000003,0.3532338308457712,0.0,0.0,12.333333333333334,0.0,0.0,0.0022222222222222222,0.15045045045045044,2001.0,12.0,52.0,28.0,14.0,0.0,0.0,1.0,0.0,1.0
1016,2001-12-29,Fog,0.39837398373983746,1.0,0.0,0.9583333333333334,0.34079601990049824,0.0,0.0,11.0,0.0,0.0,0.008888888888888889,0.19999999999999998,2001.0,12.0,52.0,29.0,14.0,0.0,0.0,1.0,0.0,1.0
1018,2001-12-30,Shallow Fog,0.34146341463414637,1.0,0.0,0.8125000000000002,0.3358208955223887,0.0,0.0,11.0,0.0,0.0,0.008333333333333333,0.1,2001.0,12.0,52.0,30.0,14.0,0.0,0.0,1.0,0.0,1.0
1020,2001-12-31,Fog,0.36585365853658536,1.0,0.0,0.8125000000000002,0.343283582089553,0.0,0.0,12.0,0.0,0.0,0.01611111111111111,0.0,2001.0,12.0,1.0,31.0,15.0,0.0,0.0,1.0,0.0,1.0
1022,2002-01-01,Shallow Fog,0.3902439024390244,1.0,0.0,0.8125000000000002,0.35074626865671643,0.0,0.0,13.0,0.0,0.0,0.005,0.2,2002.0,1.0,1.0,1.0,15.0,0.0,0.0,1.0,0.0,2.0
1024,2002-01-02,Fog,0.41463414634146345,1.0,0.0,1.0,0.35820895522388074,0.0,0.0,11.0,0.0,0.0,0.007499999999999999,0.0,2002.0,1.0,1.0,2.0,15.0,0.0,0.0,1.0,0.0,1.0
1027,2002-01-03,Smoke,0.34146341463414637,0.0,0.0,0.5329861111111112,0.34328358208955273,0.0,0.0,17.5,0.0,0.0,0.022499999999999996,0.10045045045045047,2002.0,1.0,1.0,3.0,12.5,0.0,0.0,1.0,0.0,3.0
1028,2002-01-04,Fog,0.426829268292683,1.0,0.0,0.9375000000000002,0.343283582089553,0.0,0.0,12.5,0.0,0.0,0.011666666666666667,0.1,2002.0,1.0,1.0,4.0,14.5,0.0,0.0,1.0,0.0,1.0
1031,2002-01-05,Partly Cloudy,0.34146341463414637,0.0,0.0,0.6145833333333335,0.3283582089552244,0.0,0.0,15.0,0.0,0.0,0.015,0.0,2002.0,1.0,1.0,5.0,13.0,0.0,0.0,1.0,0.0,2.0
1033,2002-01-06,Shallow Fog,0.3902439024390244,1.0,0.0,0.8125000000000002,0.3358208955223887,0.0,0.0,13.0,0.0,0.0,0.006666666666666667,0.0,2002.0,1.0,1.0,6.0,15.0,0.0,0.0,1.0,0.0,2.0
1035,2002-01-07,Smoke,0.30487804878048785,0.0,0.0,0.49305555555555564,0.3345771144278613,0.0,0.0,17.0,0.0,0.0,0.022222222222222216,0.07522522522522523,2002.0,1.0,2.0,7.0,12.5,0.0,0.0,1.0,0.0,3.0
1036,2002-01-08,Smoke,0.3170731707317074,0.0,0.0,0.4878472222222223,0.3395522388059707,0.0,0.0,17.5,0.0,0.0,0.02305555555555555,0.11711711711711713,2002.0,1.0,2.0,8.0,12.5,0.0,0.0,1.0,0.0,3.0
1037,2002-01-09,Smoke,0.3577235772357723,0.0,0.0,0.5902777777777779,0.3370646766169161,0.0,0.0,16.666666666666668,0.0,0.0,0.013749999999999998,0.16351351351351354,2002.0,1.0,2.0,9.0,12.5,0.0,0.0,1.0,0.0,3.0
1038,2002-01-10,Smoke,0.3252032520325204,0.0,0.0,0.5156250000000001,0.33208955223880654,0.0,0.0,17.333333333333332,0.0,0.0,0.02472222222222222,0.1418918918918919,2002.0,1.0,2.0,10.0,12.5,0.0,0.0,1.0,0.0,3.0
1039,2002-01-11,Smoke,0.29268292682926833,0.0,0.0,0.4322916666666667,0.2985074626865674,0.0,0.0,18.5,0.0,0.0,0.02888888888888889,0.468018018018018,2002.0,1.0,2.0,11.0,12.5,0.0,0.0,1.0,0.0,3.0
1040,2002-01-12,Smoke,0.3211382113821139,0.0,0.0,0.42361111111111116,0.28980099502487616,0.0,0.0,20.0,0.0,0.0,0.03833333333333334,0.25045045045045045,2002.0,1.0,2.0,12.0,12.5,0.0,0.0,1.0,0.0,4.0
1041,2002-01-13,Smoke,0.351219512195122,0.0,0.0,0.475,0.2791044776119408,0.0,0.0,19.2,0.0,0.0,0.021333333333333336,0.3410810810810811,2002.0,1.0,2.0,13.0,13.0,0.0,0.0,1.0,0.0,4.0
1042,2002-01-14,Drizzle,0.34146341463414637,0.0,0.0,0.5,0.2686567164179108,0.0,0.0,18.0,0.0,0.0,0.020000000000000004,0.35,2002.0,1.0,3.0,14.0,14.0,0.0,0.0,1.0,0.0,3.0
1045,2002-01-15,Haze,0.3252032520325204,0.0,0.0,0.6423611111111112,0.266169154228856,0.0,0.0,13.666666666666666,0.0,0.0,0.015555555555555553,0.4666666666666666,2002.0,1.0,3.0,15.0,13.0,0.0,0.0,1.0,0.0,2.0
1048,2002-01-16,Light Drizzle,0.4634146341463415,0.0,0.0,0.8125000000000002,0.2910447761194037,0.0,0.0,16.0,0.0,0.0,0.018333333333333333,0.0,2002.0,1.0,3.0,16.0,12.0,0.0,0.0,1.0,0.0,3.0
1051,2002-01-17,Smoke,0.4146341463414634,0.0,0.0,0.6736111111111112,0.27860696517412986,0.0,0.0,16.833333333333332,0.0,0.0,0.016111111111111107,0.2837837837837838,2002.0,1.0,3.0,17.0,12.5,0.0,0.0,1.0,0.0,3.0
1052,2002-01-18,Shallow Fog,0.4634146341463415,1.0,0.0,0.8750000000000002,0.2910447761194037,0.0,0.0,15.0,0.0,0.0,0.011666666666666665,0.15135135135135136,2002.0,1.0,3.0,18.0,15.0,0.0,0.0,1.0,0.0,2.0
1054,2002-01-19,Smoke,0.33536585365853666,0.0,0.0,0.5052083333333334,0.29477611940298565,0.0,0.0,17.75,0.0,0.0,0.02833333333333333,0.2628378378378379,2002.0,1.0,3.0,19.0,12.0,0.0,0.0,1.0,0.0,3.0
1055,2002-01-20,Haze,0.20121951219512196,0.0,0.0,0.31770833333333337,0.31529850746268684,0.0,0.0,18.25,0.0,0.0,0.058333333333333334,0.31283783783783786,2002.0,1.0,3.0,20.0,11.5,0.0,0.0,1.0,0.0,3.0
1057,2002-01-21,Haze,0.19512195121951223,0.0,0.0,0.3819444444444445,0.3009950248756219,0.0,0.0,16.0,0.0,0.0,0.041388888888888885,0.1837837837837838,2002.0,1.0,4.0,21.0,12.5,0.0,0.0,1.0,0.0,3.0
1058,2002-01-22,Smoke,0.2560975609756098,0.0,0.0,0.48437500000000017,0.2935323383084582,0.0,0.0,15.0,0.0,0.0,0.031111111111111114,0.22522522522522523,2002.0,1.0,4.0,22.0,12.5,0.0,0.0,1.0,0.0,2.0
1059,2002-01-23,Haze,0.1951219512195122,0.0,0.0,0.2916666666666667,0.2910447761194037,0.0,0.0,19.0,0.0,0.0,0.03916666666666667,0.55,2002.0,1.0,4.0,23.0,10.5,0.0,0.0,1.0,0.0,4.0
1061,2002-01-24,Haze,0.21138211382113822,0.0,0.0,0.3055555555555556,0.2835820895522394,0.0,0.0,19.333333333333332,0.0,0.0,0.07222222222222223,0.4675675675675676,2002.0,1.0,4.0,24.0,11.0,0.0,0.0,1.0,0.0,4.0
1063,2002-01-25,Haze,0.3008130081300813,0.0,0.0,0.36111111111111116,0.27114427860696555,0.0,0.0,21.333333333333332,0.0,0.0,0.05555555555555555,0.16666666666666666,2002.0,1.0,4.0,25.0,12.0,0.0,0.0,1.0,0.0,4.0
1065,2002-01-26,Haze,0.3170731707317074,0.0,0.0,0.43750000000000006,0.2686567164179108,0.0,0.0,19.0,0.0,0.0,0.06666666666666667,0.2,2002.0,1.0,4.0,26.0,11.0,0.0,0.0,1.0,0.0,4.0
1067,2002-01-27,Haze,0.34146341463414637,0.0,0.0,0.5895833333333335,0.2880597014925378,0.0,0.0,15.6,0.0,0.0,0.029333333333333333,0.2902702702702703,2002.0,1.0,4.0,27.0,12.0,0.0,0.0,1.0,0.0,2.0
1069,2002-01-28,Haze,0.2601626016260163,0.0,0.0,0.388888888888889,0.31343283582089576,0.0,0.0,18.0,0.0,0.0,0.061111111111111116,0.26666666666666666,2002.0,1.0,5.0,28.0,11.0,0.0,0.0,1.0,0.0,3.0
1071,2002-01-29,Haze,0.2780487804878049,0.0,0.0,0.4416666666666667,0.3358208955223887,0.0,0.0,17.2,0.0,0.0,0.04066666666666667,0.28054054054054056,2002.0,1.0,5.0,29.0,12.0,0.0,0.0,1.0,0.0,3.0
1072,2002-01-30,Haze,0.2032520325203252,0.0,0.0,0.2986111111111111,0.3283582089552244,0.0,0.0,19.333333333333332,0.0,0.0,0.05833333333333333,0.4504504504504505,2002.0,1.0,5.0,30.0,11.0,0.0,0.0,1.0,0.0,4.0
1074,2002-01-31,Haze,0.21138211382113822,0.0,0.0,0.34027777777777785,0.33084577114427915,0.0,0.0,18.333333333333332,0.0,0.0,0.04583333333333333,0.1837837837837838,2002.0,1.0,5.0,31.0,12.5,0.0,0.0,1.0,0.0,3.0
1075,2002-02-01,Smoke,0.2723577235772358,0.0,0.0,0.38715277777777785,0.3283582089552244,0.0,0.0,18.833333333333332,0.0,0.0,0.035277777777777776,0.2175675675675676,2002.0,2.0,5.0,1.0,12.5,0.0,0.0,1.0,0.0,3.0
1076,2002-02-02,Haze,0.2764227642276423,0.0,0.0,0.38368055555555564,0.3184079601990053,0.0,0.0,19.5,0.0,0.0,0.042083333333333334,0.20045045045045048,2002.0,2.0,5.0,2.0,12.5,0.0,0.0,1.0,0.0,4.0
1077,2002-02-03,Haze,0.2,0.0,0.0,0.3604166666666667,0.30895522388059715,0.0,0.0,16.8,0.0,0.0,0.056666666666666664,0.44054054054054054,2002.0,2.0,5.0,3.0,12.6,0.0,0.0,1.0,0.0,3.0
1078,2002-02-04,Haze,0.24390243902439027,0.0,0.0,0.38541666666666674,0.3022388059701493,0.0,0.0,18.333333333333332,0.0,0.0,0.059285714285714296,0.15141570141570143,2002.0,2.0,6.0,4.0,12.5,0.0,0.0,1.0,0.0,3.0
1079,2002-02-05,Smoke,0.2764227642276423,0.0,0.0,0.4479166666666668,0.2922885572139308,0.0,0.0,17.333333333333332,0.0,0.0,0.038888888888888896,0.27522522522522525,2002.0,2.0,6.0,5.0,12.5,0.0,0.0,1.0,0.0,3.0
1080,2002-02-06,Smoke,0.2682926829268293,0.0,0.0,0.35416666666666674,0.2736318407960203,0.0,0.0,20.0,0.0,0.0,0.04861111111111111,0.2175675675675676,2002.0,2.0,6.0,6.0,12.5,0.0,0.0,1.0,0.0,4.0
1081,2002-02-07,Haze,0.20121951219512196,0.0,0.0,0.28645833333333337,0.274253731343284,0.0,0.0,19.75,0.0,0.0,0.06666666666666667,0.3378378378378379,2002.0,2.0,6.0,7.0,11.5,0.0,0.0,1.0,0.0,4.0
1083,2002-02-08,Smoke,0.31300813008130085,0.0,0.0,0.4913194444444446,0.2960199004975128,0.0,0.0,17.333333333333332,0.0,0.0,0.023055555555555555,0.40900900900900905,2002.0,2.0,6.0,8.0,12.5,0.0,0.0,1.0,0.0,3.0
1084,2002-02-09,Clear,0.21951219512195125,0.0,0.0,0.3229166666666667,0.3283582089552244,0.0,0.0,19.0,0.0,0.0,0.1,0.4,2002.0,2.0,6.0,9.0,11.0,0.0,0.0,1.0,0.0,4.0
1086,2002-02-10,Smoke,0.21138211382113822,0.0,0.0,0.33854166666666674,0.3084577114427862,0.0,0.0,18.0,0.0,0.0,0.04499999999999999,0.23423423423423428,2002.0,2.0,6.0,10.0,12.5,0.0,0.0,1.0,0.0,3.0
1087,2002-02-11,Haze,0.3170731707317074,0.0,0.0,0.6562500000000001,0.29850746268656714,0.0,0.0,13.0,0.0,0.0,0.02666666666666667,0.2513513513513514,2002.0,2.0,7.0,11.0,14.0,0.0,0.0,1.0,0.0,2.0
1092,2002-02-12,Shallow Fog,0.3902439024390244,1.0,0.0,0.7604166666666669,0.35820895522388074,0.0,0.0,14.0,0.0,0.0,0.016666666666666666,0.15135135135135136,2002.0,2.0,7.0,12.0,15.0,0.0,0.0,1.0,0.0,2.0
1094,2002-02-13,Haze,0.3292682926829269,0.0,0.0,0.40625,0.3283582089552244,0.0,0.0,20.5,0.0,0.0,0.08333333333333333,0.5756756756756757,2002.0,2.0,7.0,13.0,11.5,0.0,0.0,1.0,0.0,4.0
1096,2002-02-14,Haze,0.34959349593495936,0.0,0.0,0.4774305555555556,0.32462686567164223,0.0,0.0,19.666666666666668,0.0,0.0,0.04763888888888889,0.2671171171171171,2002.0,2.0,7.0,14.0,12.5,0.0,0.0,1.0,0.0,4.0
1097,2002-02-15,Haze,0.4085365853658537,0.0,0.0,0.4817708333333334,0.30597014925373167,0.0,0.0,21.75,0.0,0.0,0.05208333333333333,0.25067567567567567,2002.0,2.0,7.0,15.0,11.5,0.0,0.0,1.0,0.0,4.0
1099,2002-02-16,Haze,0.33739837398373984,0.0,0.0,0.3645833333333333,0.3009950248756219,0.0,0.0,23.0,0.0,0.0,0.048611111111111105,0.08828828828828829,2002.0,2.0,7.0,16.0,12.5,0.0,0.0,1.0,0.0,5.0
1100,2002-02-17,Haze,0.3902439024390244,0.0,0.0,0.2916666666666667,0.30597014925373145,0.0,0.0,28.0,0.0,0.0,0.08333333333333333,0.1,2002.0,2.0,7.0,17.0,10.0,0.0,0.0,1.0,0.0,7.0
1102,2002-02-18,Smoke,0.40975609756097564,0.0,0.0,0.36458333333333337,0.32686567164179153,0.0,0.0,26.6,0.0,0.0,0.05133333333333333,0.10054054054054054,2002.0,2.0,8.0,18.0,12.4,0.0,0.0,1.0,0.0,6.0
1103,2002-02-19,Clear,0.2682926829268293,0.0,0.0,0.18750000000000006,0.31343283582089576,0.0,0.0,29.0,0.0,0.0,0.1,0.4756756756756757,2002.0,2.0,8.0,19.0,10.5,0.0,0.0,1.0,0.0,7.0
1106,2002-02-20,Haze,0.33658536585365856,0.0,0.0,0.36875,0.31044776119403006,0.0,0.0,22.8,0.0,0.0,0.047,0.15027027027027026,2002.0,2.0,8.0,20.0,13.0,0.0,0.0,1.0,0.0,5.0
1108,2002-02-21,Clear,0.3902439024390244,0.0,0.0,0.33333333333333337,0.30597014925373145,0.0,0.0,26.0,0.0,0.0,0.1,0.2513513513513514,2002.0,2.0,8.0,21.0,12.0,0.0,0.0,1.0,0.0,6.0
1111,2002-02-22,Haze,0.4439024390243903,0.0,0.0,0.37916666666666676,0.31044776119403006,0.0,0.0,27.2,0.0,0.0,0.06666666666666667,0.23081081081081084,2002.0,2.0,8.0,22.0,12.0,0.0,0.0,1.0,0.0,6.0
1113,2002-02-23,Haze,0.3333333333333333,0.0,0.0,0.46180555555555564,0.3208955223880601,0.0,0.0,19.0,0.0,0.0,0.05277777777777778,0.3504504504504504,2002.0,2.0,8.0,23.0,14.0,0.0,0.0,1.0,0.0,4.0
1115,2002-02-24,Haze,0.33658536585365856,0.0,0.0,0.38333333333333336,0.29104477611940355,0.0,0.0,21.8,0.0,0.0,0.06499999999999999,0.46054054054054056,2002.0,2.0,8.0,24.0,12.0,0.0,0.0,1.0,0.0,4.0
