datetime, _conds, _dewptm, _fog, _hail, _hum, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wspdm,year,month,week,day,hour,night,morning,noon,evening, _dewptm_bars, _hum_bars, _pressurem_bars, _vism_bars, _wspdm_bars,Temp
2004-03-25,Haze,0.27439024390243905,0.0,0.0,0.21223958333333331,0.24626865671641873,0.0,0.0,27.25,0.0,0.0,0.052430555555555564,0.29459459459459464,2004.0,3.0,13.0,25.0,17.5,0.0,0.0,0.0,1.0,2,3,10,14,11,6.0
2004-03-26,Haze,0.2996515679442509,0.0,0.0,0.23809523809523808,0.26119402985074647,0.0,0.0,27.0,0.0,0.0,0.05178571428571428,0.22567567567567573,2004.0,3.0,13.0,26.0,17.714285714285715,0.0,0.0,0.0,1.0,3,4,12,14,8,6.0
2004-03-27,Haze,0.3201219512195122,0.0,0.0,0.2669270833333333,0.2789179104477617,0.0,0.0,26.375,0.0,0.0,0.038125,0.26925675675675675,2004.0,3.0,13.0,27.0,17.5,0.0,0.0,0.0,1.0,3,4,13,9,10,6.0
2004-03-28,Haze,0.3588850174216028,0.0,0.0,0.2991071428571428,0.2686567164179108,0.0,0.0,26.428571428571427,0.0,0.0,0.057142857142857155,0.0861003861003861,2004.0,3.0,13.0,28.0,17.714285714285715,0.0,0.0,0.0,1.0,5,5,12,15,3,6.0
2004-03-29,Haze,0.34756097560975613,0.0,0.0,0.31770833333333326,0.26305970149253755,0.0,0.0,25.375,0.0,0.0,0.039999999999999994,0.0,2004.0,3.0,14.0,29.0,17.5,0.0,0.0,0.0,1.0,4,6,12,10,1,6.0
2004-03-30,Haze,0.32682926829268294,0.0,0.0,0.2958333333333333,0.25671641791044786,0.0,0.0,25.4,0.0,0.0,0.04066666666666666,0.0,2004.0,3.0,14.0,30.0,17.8,0.0,0.0,0.0,1.0,4,5,11,10,1,6.0
2004-03-31,Haze,0.2774390243902439,0.0,0.0,0.21874999999999994,0.262126865671642,0.0,0.0,27.25,0.0,0.0,0.04020833333333333,0.0,2004.0,3.0,14.0,31.0,17.5,0.0,0.0,0.0,1.0,2,3,12,10,1,6.0
2004-04-01,Smoke,0.36991869918699183,0.0,0.0,0.2586805555555555,0.2686567164179108,0.0,0.0,29.166666666666668,0.0,0.0,0.024444444444444446,0.1752252252252252,2004.0,4.0,14.0,1.0,17.5,0.0,0.0,0.0,1.0,5,4,12,5,7,7.0
2004-04-02,Haze,0.3902439024390244,0.0,0.0,0.22395833333333334,0.26119402985074647,0.0,0.0,32.0,0.0,0.0,0.03833333333333333,0.12567567567567567,2004.0,4.0,14.0,2.0,16.0,0.0,0.0,0.0,1.0,6,3,12,10,5,8.0
2004-04-03,Haze,0.4207317073170732,0.0,0.0,0.2734375,0.2667910447761197,0.0,0.0,31.0,0.0,0.0,0.034999999999999996,0.0,2004.0,4.0,14.0,3.0,16.5,0.0,0.0,0.0,1.0,7,5,12,9,1,8.0
2004-04-04,Haze,0.4181184668989547,0.0,0.0,0.2708333333333333,0.2665245202558638,0.0,0.0,30.857142857142858,0.0,0.0,0.048095238095238094,0.22200772200772206,2004.0,4.0,14.0,4.0,17.714285714285715,0.0,0.0,0.0,1.0,7,5,12,12,8,7.0
2004-04-05,Haze,0.38719512195121947,0.0,0.0,0.23697916666666669,0.24626865671641873,0.0,0.0,31.0,0.0,0.0,0.049999999999999996,0.18141891891891893,2004.0,4.0,15.0,5.0,17.5,0.0,0.0,0.0,1.0,6,4,10,13,7,8.0
2004-04-06,Haze,0.4786585365853659,0.0,0.0,0.33854166666666663,0.23414179104477673,0.0,0.0,30.0,0.0,0.0,0.034166666666666665,0.0125,2004.0,4.0,15.0,6.0,17.5,0.0,0.0,0.0,1.0,9,6,9,8,1,7.0
2004-04-07,Haze,0.3719512195121951,0.0,0.0,0.20052083333333334,0.2332089552238812,0.0,0.0,32.875,0.0,0.0,0.03791666666666667,0.16283783783783784,2004.0,4.0,15.0,7.0,17.5,0.0,0.0,0.0,1.0,5,3,8,9,6,8.0
2004-04-08,Smoke,0.5121951219512195,0.0,0.0,0.36197916666666663,0.2285447761194035,0.0,0.0,30.5,0.0,0.0,0.03916666666666667,0.23209459459459467,2004.0,4.0,15.0,8.0,17.5,0.0,0.0,0.0,1.0,10,7,8,10,9,7.0
2004-04-09,Haze,0.5,0.0,0.0,0.3984375,0.2332089552238812,0.0,0.0,28.625,0.0,0.0,0.042916666666666665,0.35641891891891886,2004.0,4.0,15.0,9.0,17.5,0.0,0.0,0.0,1.0,10,8,8,11,13,7.0
2004-04-10,Haze,0.5060975609756098,0.0,0.0,0.3372395833333333,0.23973880597014996,0.0,0.0,31.5,0.0,0.0,0.034791666666666665,0.03141891891891892,2004.0,4.0,15.0,10.0,17.5,0.0,0.0,0.0,1.0,10,6,9,8,2,8.0
2004-04-11,Haze,0.3109756097560976,0.0,0.0,0.20182291666666666,0.23787313432835888,0.0,0.0,30.125,0.0,0.0,0.051666666666666666,0.09391891891891893,2004.0,4.0,15.0,11.0,17.5,0.0,0.0,0.0,1.0,3,3,9,14,4,7.0
2004-04-12,Smoke,0.3170731707317074,0.0,0.0,0.18402777777777776,0.21766169154228887,0.0,0.0,31.5,0.0,0.0,0.03138888888888889,0.016666666666666666,2004.0,4.0,16.0,12.0,17.333333333333332,0.0,0.0,0.0,1.0,3,2,7,7,1,8.0
2004-04-13,Haze,0.3170731707317074,0.0,0.0,0.13541666666666666,0.19402985074626944,0.0,0.0,36.0,0.0,0.0,0.03333333333333333,0.2,2004.0,4.0,16.0,13.0,16.0,0.0,0.0,0.0,1.0,3,1,4,8,7,9.0
2004-04-14,Haze,0.3292682926829269,0.0,0.0,0.1796875,0.19402985074626944,0.0,0.0,32.25,0.0,0.0,0.03708333333333334,0.075,2004.0,4.0,16.0,14.0,17.5,0.0,0.0,0.0,1.0,4,2,4,9,3,8.0
2004-04-15,Haze,0.3963414634146341,0.0,0.0,0.24088541666666666,0.20149253731343286,0.0,0.0,31.5,0.0,0.0,0.03708333333333333,0.0,2004.0,4.0,16.0,15.0,17.5,0.0,0.0,0.0,1.0,6,4,5,9,1,8.0
2004-04-16,Haze,0.3963414634146341,0.0,0.0,0.19921875,0.19402985074626944,0.0,0.0,34.125,0.0,0.0,0.03479166666666667,0.15675675675675677,2004.0,4.0,16.0,16.0,17.5,0.0,0.0,0.0,1.0,6,3,4,8,6,9.0
2004-04-17,Haze,0.38327526132404177,0.0,0.0,0.19494047619047622,0.20575692963752676,0.0,0.0,33.857142857142854,0.0,0.0,0.04238095238095237,0.4505791505791506,2004.0,4.0,16.0,17.0,17.285714285714285,0.0,0.0,0.0,1.0,6,3,5,11,16,8.0
2004-04-18,Clear,0.36585365853658536,0.0,0.0,0.21223958333333331,0.20149253731343286,0.0,0.0,31.75,0.0,0.0,0.035,0.1506756756756757,2004.0,4.0,16.0,18.0,17.5,0.0,0.0,0.0,1.0,5,3,5,9,6,8.0
2004-04-19,Haze,0.3719512195121951,0.0,0.0,0.20312499999999997,0.24160447761194104,0.0,0.0,33.0,0.0,0.0,0.032499999999999994,0.10067567567567567,2004.0,4.0,17.0,19.0,17.5,0.0,0.0,0.0,1.0,5,3,9,8,4,8.0
2004-04-20,Haze,0.6006097560975612,0.0,0.0,0.4140625,0.25373134328358216,0.0,0.0,32.5,0.0,0.0,0.04291666666666666,0.3785472972972973,2004.0,4.0,17.0,20.0,17.5,0.0,0.0,0.0,1.0,13,8,11,11,14,8.0
2004-04-21,Haze,0.5121951219512195,0.0,0.0,0.3720238095238095,0.2281449893390197,0.0,0.0,30.142857142857142,0.0,0.0,0.04523809523809524,0.29343629343629346,2004.0,4.0,17.0,21.0,17.714285714285715,0.0,0.0,0.0,1.0,10,7,8,12,11,7.0
2004-04-22,Haze,0.5701219512195123,0.0,0.0,0.6510416666666666,0.23507462686567226,0.0,0.0,24.0,0.0,0.0,0.05833333333333334,0.23141891891891894,2004.0,4.0,17.0,22.0,17.5,0.0,0.0,0.0,1.0,12,14,9,16,9,5.0
2004-04-23,Haze,0.5792682926829269,0.0,0.0,0.5364583333333334,0.23833955223880665,0.0,0.0,27.375,0.0,0.0,0.041666666666666664,0.13783783783783785,2004.0,4.0,17.0,23.0,17.5,0.0,0.0,0.0,1.0,13,11,9,11,5,6.0
2004-04-24,Haze,0.5365853658536586,0.0,0.0,0.5699404761904762,0.25373134328358216,0.0,0.0,24.571428571428573,0.0,0.0,0.04761904761904761,0.22200772200772198,2004.0,4.0,17.0,24.0,17.714285714285715,0.0,0.0,0.0,1.0,11,12,11,12,8,5.0
2004-04-25,Haze,0.5335365853658537,0.0,0.0,0.47005208333333337,0.25373134328358216,0.0,0.0,27.5,0.0,0.0,0.04,0.20067567567567568,2004.0,4.0,17.0,25.0,17.5,0.0,0.0,0.0,1.0,11,9,11,10,7,6.0
2004-04-26,Haze,0.5579268292682927,0.0,0.0,0.4596354166666667,0.25093283582089587,0.0,0.0,28.875,0.0,0.0,0.06354166666666666,0.1820945945945946,2004.0,4.0,18.0,26.0,17.5,0.0,0.0,0.0,1.0,12,9,10,17,7,7.0
2004-04-27,Haze,0.5182926829268293,0.0,0.0,0.35546874999999994,0.22294776119403026,0.0,0.0,31.25,0.0,0.0,0.057291666666666664,0.5756756756756757,2004.0,4.0,18.0,27.0,17.5,0.0,0.0,0.0,1.0,10,7,7,15,19,8.0
2004-04-28,Haze,0.5335365853658537,0.0,0.0,0.36588541666666663,0.2145522388059704,0.0,0.0,31.375,0.0,0.0,0.049999999999999996,0.5625,2004.0,4.0,18.0,28.0,17.5,0.0,0.0,0.0,1.0,11,7,6,13,19,8.0
2004-04-29,Mostly Cloudy,0.5609756097560976,0.0,0.0,0.44791666666666663,0.20522388059701502,0.0,0.0,29.5,0.0,0.0,0.058333333333333334,0.55,2004.0,4.0,18.0,29.0,17.0,0.0,0.0,0.0,1.0,12,9,5,16,19,7.0
2004-04-30,Haze,0.5487804878048781,0.0,0.0,0.8489583333333333,0.24253731343283658,0.0,0.0,19.0,0.0,0.0,0.058333333333333334,0.37567567567567567,2004.0,4.0,18.0,30.0,18.0,0.0,0.0,0.0,1.0,12,18,9,16,14,4.0
2004-05-01,Haze,0.5609756097560976,0.0,0.0,0.5520833333333334,0.2649253731343286,0.0,0.0,26.0,0.0,0.0,0.03666666666666667,0.05,2004.0,5.0,18.0,1.0,19.0,0.0,0.0,0.0,1.0,12,11,12,9,2,6.0
2004-05-02,Haze,0.4573170731707317,0.0,0.0,0.38411458333333326,0.262126865671642,0.0,0.0,27.125,0.0,0.0,0.03916666666666667,0.28175675675675677,2004.0,5.0,18.0,2.0,17.5,0.0,0.0,0.0,1.0,8,7,12,10,10,6.0
2004-05-03,Smoke,0.503048780487805,0.0,0.0,0.41015625,0.25373134328358216,0.0,0.0,28.375,0.0,0.0,0.033958333333333326,0.0,2004.0,5.0,19.0,3.0,17.5,0.0,0.0,0.0,1.0,10,8,11,8,1,7.0
2004-05-04,Smoke,0.4573170731707317,0.0,0.0,0.3294270833333333,0.23880597014925442,0.0,0.0,29.5,0.0,0.0,0.025416666666666664,0.01891891891891892,2004.0,5.0,19.0,4.0,17.5,0.0,0.0,0.0,1.0,8,6,9,6,1,7.0
2004-05-05,Haze,0.41463414634146345,0.0,0.0,0.34374999999999994,0.2313432835820901,0.0,0.0,27.0,0.0,0.0,0.02333333333333333,0.0,2004.0,5.0,19.0,5.0,19.0,0.0,0.0,0.0,1.0,7,6,8,5,1,6.0
2004-05-06,Smoke,0.445993031358885,0.0,0.0,0.2738095238095238,0.22921108742004317,0.0,0.0,31.714285714285715,0.0,0.0,0.03214285714285714,0.07142857142857142,2004.0,5.0,19.0,6.0,17.571428571428573,0.0,0.0,0.0,1.0,8,5,8,8,3,8.0
2004-05-07,Haze,0.551219512195122,0.0,0.0,0.4854166666666666,0.22985074626865726,0.0,0.0,28.4,0.0,0.0,0.05,0.21081081081081082,2004.0,5.0,19.0,7.0,18.2,0.0,0.0,0.0,1.0,12,10,8,13,8,7.0
2004-05-08,Partly Cloudy,0.6097560975609757,0.0,0.0,0.41276041666666663,0.22294776119403026,0.0,0.0,33.0,0.0,0.0,0.03458333333333333,0.01891891891891892,2004.0,5.0,19.0,8.0,17.5,0.0,0.0,0.0,1.0,14,8,7,8,1,8.0
2004-05-09,Haze,0.5579268292682927,0.0,0.0,0.3020833333333333,0.21641791044776149,0.0,0.0,35.375,0.0,0.0,0.041666666666666664,0.03783783783783784,2004.0,5.0,19.0,9.0,17.5,0.0,0.0,0.0,1.0,12,5,7,11,2,9.0
2004-05-10,Clear,0.3170731707317074,0.0,0.0,0.14583333333333334,0.21641791044776149,0.0,0.0,35.0,0.0,0.0,0.058333333333333334,0.15135135135135136,2004.0,5.0,20.0,10.0,16.0,0.0,0.0,0.0,1.0,3,2,7,16,6,9.0
2004-05-11,Haze,0.4982578397212544,0.0,0.0,0.2351190476190476,0.19829424307036284,0.0,0.0,36.57142857142857,0.0,0.0,0.04238095238095237,0.42162162162162165,2004.0,5.0,20.0,11.0,17.285714285714285,0.0,0.0,0.0,1.0,10,4,5,11,15,9.0
2004-05-12,Haze,0.6027874564459932,0.0,0.0,0.4568452380952381,0.18656716417910513,0.0,0.0,31.0,0.0,0.0,0.05833333333333334,0.28648648648648656,2004.0,5.0,20.0,12.0,17.714285714285715,0.0,0.0,0.0,1.0,13,9,3,16,10,8.0
2004-05-13,Haze,0.5670731707317074,0.0,0.0,0.3411458333333333,0.17817164179104528,0.0,0.0,34.375,0.0,0.0,0.05833333333333334,0.2567567567567568,2004.0,5.0,20.0,13.0,17.5,0.0,0.0,0.0,1.0,12,6,2,16,9,9.0
2004-05-14,Haze,0.5030487804878049,0.0,0.0,0.25911458333333326,0.1763059701492542,0.0,0.0,35.375,0.0,0.0,0.049999999999999996,0.1820945945945946,2004.0,5.0,20.0,14.0,17.5,0.0,0.0,0.0,1.0,10,4,2,13,7,9.0
2004-05-15,Clear,0.5365853658536586,0.0,0.0,0.26041666666666663,0.17910447761194082,0.0,0.0,37.0,0.0,0.0,0.04416666666666666,0.15000000000000002,2004.0,5.0,20.0,15.0,16.5,0.0,0.0,0.0,1.0,11,4,3,11,6,10.0
2004-05-16,Clear,0.5670731707317074,0.0,0.0,0.28385416666666663,0.19216417910447836,0.0,0.0,36.75,0.0,0.0,0.049583333333333326,0.1945945945945946,2004.0,5.0,20.0,16.0,17.0,0.0,0.0,0.0,1.0,12,5,4,13,7,9.0
2004-05-17,Clear,0.42857142857142855,0.0,0.0,0.19196428571428573,0.18976545842217554,0.0,0.0,36.42857142857143,0.0,0.0,0.05261904761904762,0.28648648648648656,2004.0,5.0,21.0,17.0,17.571428571428573,0.0,0.0,0.0,1.0,7,3,4,14,10,9.0
2004-05-18,Clear,0.4268292682926829,0.0,0.0,0.19661458333333334,0.15391791044776126,0.0,0.0,35.875,0.0,0.0,0.042291666666666665,0.30101351351351346,2004.0,5.0,21.0,18.0,17.5,0.0,0.0,0.0,1.0,7,3,0,11,11,9.0
2004-05-19,Unknown,0.42857142857142855,0.0,0.0,0.16517857142857142,0.1321961620469089,0.0,0.0,38.285714285714285,0.0,0.0,0.019285714285714288,0.26525096525096525,2004.0,5.0,21.0,19.0,17.285714285714285,0.0,0.0,0.0,1.0,7,2,0,4,10,10.0
2004-05-20,Clear,0.5365853658536586,0.0,0.0,0.23958333333333334,0.14925373134328357,0.0,0.0,38.0,0.0,0.0,0.03,0.6,2004.0,5.0,21.0,20.0,19.0,0.0,0.0,0.0,1.0,11,4,0,7,19,10.0
2004-05-21,Clear,0.5060975609756098,0.0,0.0,0.21354166666666669,0.15298507462686572,0.0,0.0,38.25,0.0,0.0,0.03770833333333334,0.2942567567567568,2004.0,5.0,21.0,21.0,17.5,0.0,0.0,0.0,1.0,10,3,0,9,11,10.0
2004-05-22,Clear,0.6724738675958187,0.0,0.0,0.44345238095238093,0.16631130063965913,0.0,0.0,34.57142857142857,0.0,0.0,0.041666666666666664,0.4857142857142857,2004.0,5.0,21.0,22.0,17.714285714285715,0.0,0.0,0.0,1.0,16,9,1,11,17,9.0
2004-05-23,Widespread Dust,0.6411149825783973,0.0,0.0,0.5148809523809523,0.1940298507462692,0.0,0.0,31.0,0.0,0.0,0.04761904761904762,0.5644787644787644,2004.0,5.0,21.0,23.0,17.428571428571427,0.0,0.0,0.0,1.0,15,10,4,12,19,8.0
2004-05-24,Clear,0.649390243902439,0.0,0.0,0.49609375,0.21082089552238825,0.0,0.0,31.75,0.0,0.0,0.048749999999999995,0.4378378378378378,2004.0,5.0,22.0,24.0,17.5,0.0,0.0,0.0,1.0,15,10,6,13,16,8.0
2004-05-25,Haze,0.5731707317073171,0.0,0.0,0.513888888888889,0.21766169154228887,0.0,0.0,27.833333333333332,0.0,0.0,0.025277777777777777,0.3866666666666667,2004.0,5.0,22.0,25.0,17.833333333333332,0.0,0.0,0.0,1.0,12,10,7,6,14,6.0
2004-05-26,Haze,0.6402439024390244,0.0,0.0,0.4921875,0.23227611940298565,0.0,0.0,31.5,0.0,0.0,0.04687500000000001,0.13783783783783785,2004.0,5.0,22.0,26.0,17.5,0.0,0.0,0.0,1.0,15,10,8,12,5,8.0
2004-05-27,Haze,0.6027874564459931,0.0,0.0,0.6428571428571429,0.24093816631130135,0.0,0.0,25.571428571428573,0.0,0.0,0.04880952380952381,0.3073359073359074,2004.0,5.0,22.0,27.0,17.714285714285715,0.0,0.0,0.0,1.0,13,13,9,13,11,6.0
2004-05-28,Haze,0.6707317073170732,0.0,0.0,0.546875,0.23507462686567226,0.0,0.0,31.0,0.0,0.0,0.0375,0.15135135135135136,2004.0,5.0,22.0,28.0,16.0,0.0,0.0,0.0,1.0,16,11,9,9,6,8.0
2004-05-29,Haze,0.6006097560975612,0.0,0.0,0.43619791666666663,0.21361940298507487,0.0,0.0,31.75,0.0,0.0,0.04416666666666666,0.08783783783783783,2004.0,5.0,22.0,29.0,17.5,0.0,0.0,0.0,1.0,13,8,6,11,4,8.0
2004-05-30,Haze,0.6310975609756098,0.0,0.0,0.40755208333333326,0.21268656716417933,0.0,0.0,34.125,0.0,0.0,0.041666666666666664,0.15675675675675677,2004.0,5.0,22.0,30.0,17.5,0.0,0.0,0.0,1.0,14,8,6,11,6,9.0
2004-05-31,Haze,0.5609756097560976,0.0,0.0,0.29761904761904756,0.20895522388059717,0.0,0.0,35.857142857142854,0.0,0.0,0.04607142857142856,0.0501930501930502,2004.0,5.0,23.0,31.0,17.285714285714285,0.0,0.0,0.0,1.0,12,5,6,12,2,9.0
2004-06-01,Haze,0.551829268292683,0.0,0.0,0.36979166666666663,0.21828358208955256,0.0,0.0,32.0,0.0,0.0,0.05291666666666667,0.22567567567567567,2004.0,6.0,23.0,1.0,17.5,0.0,0.0,0.0,1.0,12,7,7,14,8,8.0
2004-06-02,Haze,0.5945121951219512,0.0,0.0,0.40885416666666663,0.21268656716417933,0.0,0.0,32.5,0.0,0.0,0.05520833333333334,0.11283783783783785,2004.0,6.0,23.0,2.0,17.5,0.0,0.0,0.0,1.0,13,8,6,15,4,8.0
2004-06-03,Scattered Clouds,0.4947735191637631,0.0,0.0,0.2485119047619048,0.18656716417910513,0.0,0.0,35.714285714285715,0.0,0.0,0.049999999999999996,0.1362934362934363,2004.0,6.0,23.0,3.0,17.714285714285715,0.0,0.0,0.0,1.0,10,4,3,13,5,9.0
2004-06-04,Partly Cloudy,0.5365853658536586,0.0,0.0,0.29557291666666663,0.1958955223880603,0.0,0.0,35.5,0.0,0.0,0.043541666666666666,0.27499999999999997,2004.0,6.0,23.0,4.0,17.5,0.0,0.0,0.0,1.0,11,5,4,11,10,9.0
2004-06-05,Haze,0.6097560975609757,0.0,0.0,0.42578124999999994,0.2070895522388061,0.0,0.0,32.375,0.0,0.0,0.05833333333333334,0.5503378378378379,2004.0,6.0,23.0,5.0,17.5,0.0,0.0,0.0,1.0,14,8,6,16,19,8.0
2004-06-06,Haze,0.6585365853658537,0.0,0.0,0.5520833333333334,0.199626865671642,0.0,0.0,30.375,0.0,0.0,0.06249999999999999,0.4564189189189189,2004.0,6.0,23.0,6.0,17.5,0.0,0.0,0.0,1.0,15,11,5,17,16,7.0
2004-06-07,Haze,0.6798780487804877,0.0,0.0,0.5481770833333334,0.20895522388059717,0.0,0.0,31.375,0.0,0.0,0.049999999999999996,0.3260135135135135,2004.0,6.0,24.0,7.0,17.5,0.0,0.0,0.0,1.0,16,11,6,13,12,8.0
2004-06-08,Haze,0.6202090592334495,0.0,0.0,0.6294642857142857,0.2196162046908319,0.0,0.0,26.571428571428573,0.0,0.0,0.06071428571428572,0.24285714285714285,2004.0,6.0,24.0,8.0,17.285714285714285,0.0,0.0,0.0,1.0,14,13,7,16,9,6.0
2004-06-09,Haze,0.7154471544715447,0.0,0.0,0.7638888888888888,0.22636815920398057,0.0,0.0,27.666666666666668,0.0,0.0,0.03888888888888889,0.16666666666666666,2004.0,6.0,24.0,9.0,16.333333333333332,0.0,0.0,0.0,1.0,17,16,8,10,6,6.0
2004-06-10,Haze,0.6646341463414633,0.0,0.0,0.51171875,0.2145522388059704,0.0,0.0,31.875,0.0,0.0,0.05833333333333334,0.3256756756756757,2004.0,6.0,24.0,10.0,17.5,0.0,0.0,0.0,1.0,16,10,6,16,12,8.0
2004-06-11,Haze,0.6515679442508712,0.0,0.0,0.4598214285714285,0.21748400852878497,0.0,0.0,33.0,0.0,0.0,0.05833333333333334,0.2864864864864865,2004.0,6.0,24.0,11.0,17.285714285714285,0.0,0.0,0.0,1.0,15,9,7,16,10,8.0
2004-06-12,Haze,0.6768292682926829,0.0,0.0,0.5221354166666666,0.21361940298507487,0.0,0.0,32.125,0.0,0.0,0.05833333333333334,0.40641891891891896,2004.0,6.0,24.0,12.0,17.5,0.0,0.0,0.0,1.0,16,11,6,16,15,8.0
2004-06-13,Haze,0.698170731707317,0.0,0.0,0.4934895833333333,0.20055970149253743,0.0,0.0,33.875,0.0,0.0,0.075,0.3503378378378378,2004.0,6.0,24.0,13.0,17.5,0.0,0.0,0.0,1.0,17,10,5,19,13,8.0
2004-06-14,Haze,0.673780487804878,0.0,0.0,0.46484374999999994,0.19216417910447836,0.0,0.0,33.75,0.0,0.0,0.075,0.33817567567567564,2004.0,6.0,25.0,14.0,17.5,0.0,0.0,0.0,1.0,16,9,4,19,12,8.0
2004-06-15,Haze,0.7103658536585366,0.0,0.0,0.4934895833333333,0.17910447761194082,0.0,0.0,34.375,0.0,0.0,0.06666666666666667,0.2506756756756757,2004.0,6.0,25.0,15.0,17.5,0.0,0.0,0.0,1.0,17,10,3,18,9,9.0
2004-06-16,Haze,0.6951219512195121,0.0,0.0,0.5533854166666666,0.16138059701492558,0.0,0.0,31.875,0.0,0.0,0.06666666666666667,0.6125,2004.0,6.0,25.0,16.0,17.5,0.0,0.0,0.0,1.0,17,11,1,18,19,8.0
2004-06-17,Haze,0.6890243902439024,0.0,0.0,0.5442708333333334,0.16044776119403004,0.0,0.0,31.875,0.0,0.0,0.06666666666666667,0.47533783783783784,2004.0,6.0,25.0,17.0,17.5,0.0,0.0,0.0,1.0,16,11,1,18,17,8.0
2004-06-18,Haze,0.702439024390244,0.0,0.0,0.6375,0.16567164179104504,0.0,0.0,30.0,0.0,0.0,0.058333333333333334,0.3508108108108109,2004.0,6.0,25.0,18.0,16.8,0.0,0.0,0.0,1.0,17,13,1,16,13,7.0
2004-06-19,Thunderstorms and Rain,0.7073170731707318,0.0,0.0,0.8333333333333334,0.15671641791044788,1.0,0.0,25.0,1.0,0.0,0.03333333333333333,0.5513513513513514,2004.0,6.0,25.0,19.0,18.0,0.0,0.0,0.0,1.0,17,18,0,8,19,6.0
2004-06-20,Haze,0.7317073170731708,0.0,0.0,0.6458333333333334,0.1641791044776122,0.0,0.0,30.0,0.0,0.0,0.03333333333333333,0.0,2004.0,6.0,25.0,20.0,18.0,0.0,0.0,0.0,1.0,18,13,1,8,1,7.0
2004-06-21,Haze,0.6829268292682927,0.0,0.0,0.4791666666666666,0.17910447761194082,0.0,0.0,31.0,0.0,0.0,0.03333333333333333,0.051351351351351354,2004.0,6.0,26.0,21.0,18.0,0.0,0.0,0.0,1.0,16,9,3,8,2,8.0
2004-06-22,Haze,0.6829268292682927,0.0,0.0,0.5833333333333334,0.17910447761194082,0.0,0.0,29.0,0.0,0.0,0.03333333333333333,0.0,2004.0,6.0,26.0,22.0,18.0,0.0,0.0,0.0,1.0,16,12,3,8,1,7.0
2004-06-23,Widespread Dust,0.7317073170731708,0.0,0.0,0.53125,0.15671641791044788,0.0,0.0,32.0,0.0,0.0,0.03333333333333333,0.0,2004.0,6.0,26.0,23.0,18.0,0.0,0.0,0.0,1.0,18,11,0,8,1,8.0
2004-06-24,Haze,0.6585365853658537,0.0,0.0,0.53125,0.19402985074626944,0.0,0.0,29.0,0.0,0.0,0.03333333333333333,0.0,2004.0,6.0,26.0,24.0,18.0,0.0,0.0,0.0,1.0,15,11,4,8,1,7.0
2004-06-25,Haze,0.6585365853658537,0.0,0.0,0.5833333333333334,0.19402985074626944,0.0,0.0,28.0,0.0,0.0,0.03333333333333333,0.0,2004.0,6.0,26.0,25.0,18.0,0.0,0.0,0.0,1.0,15,12,4,8,1,7.0
2004-06-26,Haze,0.7073170731707318,0.0,0.0,0.625,0.20149253731343286,0.0,0.0,29.0,0.0,0.0,0.03333333333333333,0.0,2004.0,6.0,26.0,26.0,18.0,0.0,0.0,0.0,1.0,17,13,5,8,1,7.0
2004-06-27,Haze,0.7317073170731708,0.0,0.0,0.6458333333333334,0.20149253731343286,0.0,0.0,29.0,0.0,0.0,0.03333333333333333,0.0,2004.0,6.0,26.0,27.0,18.0,0.0,0.0,0.0,1.0,18,13,5,8,1,7.0
2004-06-28,Haze,0.6341463414634146,0.0,0.0,0.38541666666666663,0.19402985074626944,0.0,0.0,31.0,0.0,0.0,0.03333333333333333,0.0,2004.0,6.0,27.0,28.0,18.0,0.0,0.0,0.0,1.0,15,7,4,8,1,8.0
2004-06-29,Haze,0.6829268292682927,0.0,0.0,0.5104166666666666,0.1716417910447765,0.0,0.0,31.0,0.0,0.0,0.03333333333333333,0.0,2004.0,6.0,27.0,29.0,18.0,0.0,0.0,0.0,1.0,16,10,2,8,1,8.0
2004-06-30,Haze,0.7560975609756098,0.0,0.0,0.5208333333333334,0.1716417910447765,0.0,0.0,33.0,0.0,0.0,0.03333333333333333,0.0,2004.0,6.0,27.0,30.0,18.0,0.0,0.0,0.0,1.0,19,10,2,8,1,8.0
2004-07-01,Haze,0.7804878048780488,0.0,0.0,0.5729166666666666,0.1716417910447765,0.0,0.0,33.0,0.0,0.0,0.03333333333333333,0.0,2004.0,7.0,27.0,1.0,18.0,0.0,0.0,0.0,1.0,19,12,2,8,1,8.0
2004-07-02,Haze,0.7073170731707318,0.0,0.0,0.40624999999999994,0.1641791044776122,0.0,0.0,35.0,0.0,0.0,0.03333333333333333,0.051351351351351354,2004.0,7.0,27.0,2.0,18.0,0.0,0.0,0.0,1.0,17,8,1,8,2,9.0
2004-07-03,Haze,0.7317073170731708,0.0,0.0,0.625,0.19402985074626944,0.0,0.0,30.0,0.0,0.0,0.03333333333333333,0.15135135135135136,2004.0,7.0,27.0,3.0,18.0,0.0,0.0,0.0,1.0,18,13,4,8,6,7.0
2004-07-04,Haze,0.7317073170731708,0.0,0.0,0.4895833333333333,0.19402985074626944,0.0,0.0,33.0,0.0,0.0,0.03333333333333333,0.1,2004.0,7.0,27.0,4.0,18.0,0.0,0.0,0.0,1.0,18,10,4,8,4,8.0
2004-07-05,Haze,0.7804878048780488,0.0,0.0,0.7916666666666666,0.19402985074626944,0.0,0.0,29.0,0.0,0.0,0.03333333333333333,0.0,2004.0,7.0,28.0,5.0,18.0,0.0,0.0,0.0,1.0,19,17,4,8,1,7.0
