datetime, _conds, _dewptm, _fog, _hail, _hum, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wspdm,year,month,week,day,hour,night,morning,noon,evening,hour_cos,hour_sin,month_cos,month_sin,week_cos,week_sin, _dewptm_bars, _hum_bars, _pressurem_bars, _vism_bars, _wspdm_bars,Temp
2000-05-12,Light Thunderstorms and Rain,0.5853658536585367,0.0,0.0,0.59375,0.2238805970149258,1.0,0.0,26.0,1.0,0.0,0.025,0.9,2000.0,5.0,19.0,12.0,16.0,0.0,0.0,0.0,1.0,0.24999999999999978,0.06698729810778076,0.06698729810778065,0.75,0.18423973128520832,0.88843251673917,13,12,7,6,19,6.0
2001-05-01,Haze,0.5457317073170732,0.0,0.0,0.4153645833333333,0.2313432835820901,0.0,0.0,30.5,0.0,0.0,0.035833333333333335,0.1567567567567568,2001.0,5.0,18.0,1.0,9.25,1.0,0.0,0.0,0.0,0.8882556636709794,0.5312499999999999,0.06698729810778065,0.75,0.2324142677977912,0.9229837607760186,11,8,8,9,6,7.0
2001-05-01,Haze,0.5487804878048781,0.0,0.0,0.21614583333333334,0.23507462686567226,0.0,0.0,40.25,0.0,0.0,0.05541666666666667,0.2628378378378379,2001.0,5.0,18.0,1.0,6.5,0.0,1.0,0.0,0.0,0.4375,0.9747346320453218,0.06698729810778065,0.75,0.23241426779779123,0.9229837607760186,12,3,9,15,10,10.0
2001-05-01,Haze,0.5,0.0,0.0,0.33854166666666663,0.23507462686567226,0.0,0.0,31.0,0.0,0.0,0.023333333333333334,0.4,2001.0,5.0,18.0,1.0,14.5,0.0,0.0,1.0,0.0,0.10671695375725332,0.19822330470336327,0.06698729810778065,0.75,0.23241426779779123,0.9229837607760186,10,6,9,5,14,8.0
2001-05-01,Haze,0.5691056910569107,0.0,0.0,0.4791666666666667,0.22139303482587103,0.0,0.0,28.666666666666668,0.0,0.0,0.02333333333333333,0.13423423423423425,2001.0,5.0,18.0,1.0,17.333333333333332,0.0,0.0,0.0,1.0,0.4166666666666665,0.03368715727290413,0.06698729810778065,0.75,0.23241426779779126,0.9229837607760186,12,9,7,5,5,7.0
2001-05-02,Haze,0.516260162601626,0.0,0.0,0.33159722222222215,0.20895522388059776,0.0,0.0,32.166666666666664,0.0,0.0,0.03333333333333333,0.34234234234234234,2001.0,5.0,18.0,2.0,15.5,1.0,0.0,0.0,0.0,0.8538470660372167,0.4367650795747899,0.06698729810778065,0.75,0.2324142677977912,0.9229837607760186,10,6,6,8,12,8.0
2001-05-02,Haze,0.5304878048780488,0.0,0.0,0.21614583333333334,0.22201492537313472,0.0,0.0,39.25,0.0,0.0,0.044583333333333336,0.1506756756756757,2001.0,5.0,18.0,2.0,7.25,0.0,1.0,0.0,0.0,0.34911165235168157,0.9381229796936403,0.06698729810778065,0.75,0.23241426779779123,0.9229837607760186,11,3,7,11,6,10.0
2001-05-02,Clear,0.5691056910569107,0.0,0.0,0.2847222222222222,0.1990049751243784,0.0,0.0,37.333333333333336,0.0,0.0,0.04111111111111111,0.06666666666666667,2001.0,5.0,18.0,2.0,13.333333333333334,0.0,0.0,1.0,0.0,0.07682366478999085,0.3419520439859957,0.06698729810778065,0.75,0.23241426779779126,0.9229837607760186,12,5,5,10,3,10.0
2001-05-02,Clear,0.5609756097560976,0.0,0.0,0.3541666666666667,0.20149253731343286,0.0,0.0,33.0,0.0,0.0,0.028333333333333332,0.2504504504504505,2001.0,5.0,18.0,2.0,17.0,0.0,0.0,0.0,1.0,0.3735301591495797,0.0280081283210822,0.06698729810778065,0.75,0.23241426779779126,0.9229837607760186,12,7,5,7,9,8.0
2001-05-03,Haze,0.5176151761517616,0.0,0.0,0.3773148148148148,0.19983416252072997,0.0,0.0,30.22222222222222,0.0,0.0,0.051481481481481475,0.2672672672672673,2001.0,5.0,18.0,3.0,10.666666666666666,1.0,0.0,0.0,0.0,0.8932286679177839,0.4999999999999999,0.06698729810778065,0.75,0.2324142677977912,0.9229837607760187,10,7,5,13,10,7.0
