datetime, _conds, _dewptm, _fog, _hail, _hum, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wspdm,year,month,week,day,hour,night,morning,noon,evening,season_winter,season_spring,season_summer,season_monsoon,season_autumn,hour_cos,hour_sin,month_cos,month_sin,week_cos,week_sin, _dewptm_bars, _hum_bars, _pressurem_bars, _vism_bars, _wspdm_bars,Temp
2001-03-01,Smoke,0.21341463414634146,0.0,0.0,0.4114583333333333,0.33208955223880654,0.0,0.0,15.5,0.0,0.0,0.028749999999999998,0.1881756756756757,2001.0,3.0,9.0,1.0,9.125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.88201188726444,0.5161761903189075,0.5,1.0,0.741168812869192,0.9380598509913368,0,8,19,7,7,2.0
2001-03-01,Haze,0.20121951219512196,0.0,0.0,0.18750000000000003,0.3339552238805976,0.0,0.0,25.5,0.0,0.0,0.06041666666666666,0.5506756756756757,2001.0,3.0,9.0,1.0,7.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3167592717138665,0.9423822514075069,0.5,1.0,0.741168812869192,0.9380598509913367,0,3,19,16,19,6.0
2001-03-01,Haze,0.1951219512195122,0.0,0.0,0.23333333333333334,0.32686567164179153,0.0,0.0,22.8,0.0,0.0,0.058666666666666666,0.5108108108108109,2001.0,3.0,9.0,1.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0336097539852986,0.5,0.5,1.0,0.741168812869192,0.9380598509913367,0,4,19,16,18,5.0
2001-03-01,Smoke,0.2682926829268293,0.0,0.0,0.48697916666666663,0.3358208955223887,0.0,0.0,15.25,0.0,0.0,0.027083333333333334,0.0625,2001.0,3.0,9.0,1.0,17.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.43749999999999983,0.025265367954678097,0.5,1.0,0.741168812869192,0.9380598509913367,2,10,19,6,3,2.0
2001-03-02,Smoke,0.2222222222222222,0.0,0.0,0.49189814814814814,0.3283582089552244,0.0,0.0,13.222222222222221,0.0,0.0,0.014629629629629628,0.15075075075075076,2001.0,3.0,9.0,2.0,10.666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8932286679177839,0.4999999999999999,0.5,1.0,0.741168812869192,0.9380598509913367,0,10,19,2,6,2.0
2001-03-02,Haze,0.21951219512195125,0.0,0.0,0.20572916666666666,0.33022388059701546,0.0,0.0,25.0,0.0,0.0,0.06583333333333333,0.6128378378378379,2001.0,3.0,9.0,2.0,7.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3167592717138665,0.9423822514075069,0.5,1.0,0.741168812869192,0.9380598509913367,0,3,19,18,19,6.0
2001-03-02,Haze,0.2601626016260163,0.0,0.0,0.3003472222222222,0.31592039800995053,0.0,0.0,22.5,0.0,0.0,0.05916666666666667,0.30045045045045043,2001.0,3.0,9.0,2.0,12.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0524158965555365,0.4410744349011211,0.5,1.0,0.741168812869192,0.9380598509913368,1,5,18,16,11,5.0
2001-03-02,Haze,0.29268292682926833,0.0,0.0,0.47656249999999994,0.3208955223880601,0.0,0.0,16.5,0.0,0.0,0.03208333333333333,0.025,2001.0,3.0,9.0,2.0,17.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.43749999999999983,0.025265367954678097,0.5,1.0,0.741168812869192,0.9380598509913367,3,9,18,8,1,3.0
2001-03-03,Haze,0.25,0.0,0.0,0.5078125,0.31343283582089576,0.0,0.0,13.75,0.0,0.0,0.0325,0.0,2001.0,3.0,9.0,3.0,21.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8798822514075066,0.20850609624081146,0.5,1.0,0.741168812869192,0.9380598509913367,1,10,17,8,1,2.0
2001-03-03,Haze,0.17073170731707318,0.0,0.0,0.1640625,0.32276119402985115,0.0,0.0,26.0,0.0,0.0,0.06666666666666667,0.41283783783783784,2001.0,3.0,9.0,3.0,7.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3167592717138665,0.9423822514075069,0.5,1.0,0.741168812869192,0.9380598509913367,0,2,18,18,15,6.0
