datetime, _conds, _dewptm, _fog, _hail, _hum, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wspdm,year,month,week,day,hour,night,morning,noon,evening,hour_cos,hour_sin,month_cos,month_sin,week_cos,week_sin, _dewptm_bars, _hum_bars, _pressurem_bars, _vism_bars, _wspdm_bars,Temp
2000-06-10,Haze,0.7121951219512196,0.0,0.0,0.7625,0.19701492537313497,0.0,0.0,27.6,0.0,0.0,0.04033333333333334,0.0,2000.0,6.0,23.0,10.0,18.0,1.0,0.0,0.0,0.0,0.8539058011260054,0.353407417371093,0.0,0.5000000000000001,0.04158557497284521,0.7016502720814761,17,16,5,10,1,6.0
2000-06-10,Haze,0.7073170731707318,0.0,0.0,0.7291666666666666,0.19402985074626944,0.0,0.0,28.0,0.0,0.0,0.03666666666666667,0.07567567567567568,2000.0,6.0,23.0,10.0,18.5,0.0,0.0,0.0,1.0,0.56470476127563,0.008518543427732894,0.0,0.5000000000000001,0.04158557497284521,0.7016502720814761,17,15,4,9,3,7.0
2000-06-11,Haze,0.6504065040650406,0.0,0.0,0.6041666666666666,0.18656716417910513,0.0,0.0,28.666666666666668,0.0,0.0,0.041666666666666664,0.06283783783783785,2000.0,6.0,23.0,11.0,22.0,1.0,0.0,0.0,0.0,0.923176335210009,0.2556790289518217,0.0,0.5000000000000001,0.04158557497284521,0.701650272081476,15,12,3,11,3,7.0
2000-06-11,Haze,0.6402439024390244,0.0,0.0,0.38281249999999994,0.19589552238806007,0.0,0.0,35.5,0.0,0.0,0.051250000000000004,0.2506756756756757,2000.0,6.0,23.0,11.0,7.5,0.0,1.0,0.0,0.0,0.3167592717138665,0.9423822514075069,0.0,0.5000000000000001,0.04158557497284521,0.7016502720814761,15,7,4,13,9,9.0
2000-06-11,Haze,0.6463414634146343,0.0,0.0,0.40972222222222215,0.1803482587064682,0.0,0.0,35.0,0.0,0.0,0.05416666666666667,0.21306306306306308,2000.0,6.0,23.0,11.0,12.5,0.0,0.0,1.0,0.0,0.0524158965555365,0.4410744349011211,0.0,0.5000000000000001,0.04158557497284521,0.7016502720814762,15,8,3,14,8,9.0
2000-06-11,Haze,0.6463414634146342,0.0,0.0,0.5416666666666666,0.19216417910447836,0.0,0.0,30.25,0.0,0.0,0.04708333333333333,0.10067567567567569,2000.0,6.0,23.0,11.0,17.5,0.0,0.0,0.0,1.0,0.43749999999999983,0.025265367954678097,0.0,0.5000000000000001,0.04158557497284521,0.7016502720814761,15,11,4,12,4,7.0
2000-06-12,Haze,0.6205962059620596,0.0,0.0,0.5081018518518517,0.19237147595356585,0.0,0.0,30.22222222222222,0.0,0.0,0.035740740740740747,0.27710210210210207,2000.0,6.0,24.0,12.0,10.666666666666666,1.0,0.0,0.0,0.0,0.8932286679177839,0.4999999999999999,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,14,10,4,9,10,7.0
2000-06-12,Haze,0.6243902439024391,0.0,0.0,0.3354166666666666,0.18805970149253798,0.0,0.0,37.0,0.0,0.0,0.045,0.33027027027027034,2000.0,6.0,24.0,12.0,7.0,0.0,1.0,0.0,0.0,0.37928932188134523,0.9504983837549122,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,14,6,4,12,12,10.0
2000-06-12,Haze,0.6097560975609757,0.0,0.0,0.38541666666666663,0.17462686567164223,0.0,0.0,34.2,0.0,0.0,0.03966666666666666,0.40054054054054056,2000.0,6.0,24.0,12.0,12.2,0.0,0.0,1.0,0.0,0.049501616245087685,0.4792893218813453,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,14,7,2,10,14,9.0
2000-06-12,Haze,0.6341463414634148,0.0,0.0,0.5078125,0.18656716417910513,0.0,0.0,30.75,0.0,0.0,0.041666666666666664,0.21283783783783783,2000.0,6.0,24.0,12.0,17.5,0.0,0.0,0.0,1.0,0.43749999999999983,0.025265367954678097,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,15,10,3,11,8,7.0
2000-06-13,Haze,0.6439024390243903,0.0,0.0,0.5458333333333333,0.18656716417910513,0.0,0.0,30.0,0.0,0.0,0.036,0.17027027027027025,2000.0,6.0,24.0,13.0,9.2,1.0,0.0,0.0,0.0,0.9297877056362575,0.4633974596215561,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,15,11,3,9,6,7.0
2000-06-13,Haze,0.7317073170731707,0.0,0.0,0.44791666666666663,0.18283582089552297,0.0,0.0,37.0,0.0,0.0,0.043333333333333335,0.35,2000.0,6.0,24.0,13.0,6.5,0.0,1.0,0.0,0.0,0.4352952387243698,0.991481456572267,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,18,9,3,11,13,10.0
2000-06-13,Haze,0.6682926829268293,0.0,0.0,0.5020833333333333,0.1716417910447765,0.0,0.0,32.4,0.0,0.0,0.03966666666666667,0.21081081081081082,2000.0,6.0,24.0,13.0,13.0,0.0,0.0,1.0,0.0,0.04950161624508768,0.3792893218813454,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,16,10,2,10,8,8.0
2000-06-13,Haze,0.6707317073170732,0.0,0.0,0.5234375,0.17910447761194082,0.0,0.0,31.75,0.0,0.0,0.03666666666666667,0.1506756756756757,2000.0,6.0,24.0,13.0,17.5,0.0,0.0,0.0,1.0,0.43749999999999983,0.025265367954678097,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,16,11,3,9,6,8.0
2000-06-14,Haze,0.625,0.0,0.0,0.45572916666666663,0.18003731343283635,0.0,0.0,32.125,0.0,0.0,0.03583333333333333,0.30033783783783785,2000.0,6.0,24.0,14.0,11.5,1.0,0.0,0.0,0.0,0.9111322514075068,0.44587341226347244,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,14,9,3,9,11,8.0
2000-06-14,Haze,0.6829268292682927,0.0,0.0,0.40972222222222215,0.1890547263681599,0.0,0.0,36.333333333333336,0.0,0.0,0.041666666666666664,0.4837837837837838,2000.0,6.0,24.0,14.0,6.0,0.0,1.0,0.0,0.0,0.5,0.988641942096356,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,16,8,4,11,17,9.0
2000-06-14,Partly Cloudy,0.6666666666666666,0.0,0.0,0.34201388888888884,0.16169154228855742,0.0,0.0,38.5,0.0,0.0,0.034999999999999996,0.17567567567567569,2000.0,6.0,24.0,14.0,12.5,0.0,0.0,1.0,0.0,0.0524158965555365,0.4410744349011211,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,16,6,1,9,7,10.0
2000-06-14,Haze,0.6097560975609757,0.0,0.0,0.3958333333333333,0.17910447761194082,0.0,0.0,33.666666666666664,0.0,0.0,0.04499999999999999,0.23423423423423426,2000.0,6.0,24.0,14.0,18.0,0.0,0.0,0.0,1.0,0.49999999999999994,0.011358057903643878,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,14,7,3,11,9,8.0
2000-06-15,Clear,0.6195121951219513,0.0,0.0,0.4187499999999999,0.18059701492537367,0.0,0.0,33.2,0.0,0.0,0.031999999999999994,0.5102702702702703,2000.0,6.0,24.0,15.0,2.0,1.0,0.0,0.0,0.0,0.9039058011260055,0.7331951230073506,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,14,8,3,8,18,8.0
2000-06-15,Clear,0.6747967479674797,0.0,0.0,0.375,0.18407960199005036,0.0,0.0,37.333333333333336,0.0,0.0,0.02333333333333333,0.6171171171171171,2000.0,6.0,24.0,15.0,6.0,0.0,1.0,0.0,0.0,0.5,0.988641942096356,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,16,7,3,5,19,10.0
2000-06-15,Haze,0.6585365853658537,0.0,0.0,0.37847222222222215,0.1641791044776122,0.0,0.0,36.333333333333336,0.0,0.0,0.03777777777777778,0.21711711711711712,2000.0,6.0,24.0,15.0,14.0,0.0,0.0,1.0,0.0,0.07682366478999082,0.25567902895182204,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,15,7,1,9,8,9.0
2000-06-15,Haze,0.6402439024390244,0.0,0.0,0.47916666666666663,0.17537313432835866,0.0,0.0,32.0,0.0,0.0,0.03791666666666667,0.425,2000.0,6.0,24.0,15.0,17.5,0.0,0.0,0.0,1.0,0.43749999999999983,0.025265367954678097,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,15,9,2,9,15,8.0
2000-06-16,Haze,0.6585365853658537,0.0,0.0,0.6158854166666666,0.17910447761194082,0.0,0.0,28.75,0.0,0.0,0.03625,0.45641891891891884,2000.0,6.0,24.0,16.0,13.875,1.0,0.0,0.0,0.0,0.921064665319875,0.3704292384393133,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,15,13,3,9,16,7.0
2000-06-16,Clear,0.6829268292682927,0.0,0.0,0.41666666666666663,0.17910447761194082,0.0,0.0,36.0,0.0,0.0,0.041666666666666664,0.5,2000.0,6.0,24.0,16.0,9.0,0.0,1.0,0.0,0.0,0.14644660940672627,0.8535533905932737,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,16,8,3,11,18,9.0
2000-06-16,Clear,0.7073170731707318,0.0,0.0,0.46875,0.16604477611940327,0.0,0.0,35.25,0.0,0.0,0.041666666666666664,0.46283783783783783,2000.0,6.0,24.0,16.0,11.5,0.0,0.0,1.0,0.0,0.025265367954678097,0.5625,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,17,9,1,11,17,9.0
2000-06-16,Clear,0.6829268292682927,0.0,0.0,0.5625,0.17910447761194082,0.0,0.0,31.0,0.0,0.0,0.041666666666666664,0.5,2000.0,6.0,24.0,16.0,16.0,0.0,0.0,0.0,1.0,0.24999999999999978,0.06698729810778076,0.0,0.5000000000000001,0.02093976166303524,0.6460925438300754,16,11,3,11,18,8.0
