datetime, _conds, _dewptm, _fog, _hail, _hum, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wspdm,year,month,week,day,hour,night,morning,noon,evening,season_winter,season_spring,season_summer,season_monsoon,season_autumn,hour_cos,hour_sin,month_cos,month_sin,week_cos,week_sin, _dewptm_bars, _hum_bars, _pressurem_bars, _vism_bars, _wspdm_bars,Temp
2000-12-01,Smoke,0.20596205962059622,0.0,0.0,0.5844907407407407,0.3208955223880601,0.0,0.0,10.11111111111111,0.0,0.0,0.03981481481481482,0.13393393393393394,2000.0,12.0,48.0,1.0,10.666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8932286679177839,0.4999999999999999,1.0,0.4999999999999999,0.9146278745490299,0.2205538945709096,0,12,18,10,5,1.0
2000-12-01,Haze,0.16260162601626016,0.0,0.0,0.1909722222222222,0.31343283582089576,0.0,0.0,23.333333333333332,0.0,0.0,0.07777777777777778,0.5837837837837838,2000.0,12.0,48.0,1.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25567902895182204,0.9231763352100092,1.0,0.49999999999999983,0.9146278745490299,0.22055389457090965,0,3,17,19,19,5.0
2000-12-01,Haze,0.13821138211382114,0.0,0.0,0.20486111111111108,0.30597014925373145,0.0,0.0,21.666666666666668,0.0,0.0,0.075,0.4000000000000001,2000.0,12.0,48.0,1.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.028008128321082182,0.6264698408504201,1.0,0.49999999999999983,0.9146278745490299,0.22055389457090965,0,3,16,19,14,4.0
2000-12-01,Smoke,0.18902439024390247,0.0,0.0,0.48437499999999994,0.3208955223880601,0.0,0.0,11.75,0.0,0.0,0.04041666666666666,0.1,2000.0,12.0,48.0,1.0,17.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.43749999999999983,0.02526536795467811,1.0,0.4999999999999999,0.9146278745490299,0.22055389457090963,0,10,18,10,4,1.0
2000-12-02,Smoke,0.15447154471544713,0.0,0.0,0.5185185185185186,0.3341625207296855,0.0,0.0,9.555555555555555,0.0,0.0,0.03537037037037037,0.11681681681681683,2000.0,12.0,48.0,2.0,10.666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8932286679177839,0.4999999999999999,1.0,0.4999999999999999,0.9146278745490299,0.2205538945709096,0,10,19,9,5,0.0
2000-12-02,Smoke,0.16097560975609757,0.0,0.0,0.22083333333333335,0.3313432835820901,0.0,0.0,22.0,0.0,0.0,0.07333333333333333,0.4302702702702703,2000.0,12.0,48.0,2.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.37928932188134523,0.9504983837549122,1.0,0.4999999999999999,0.9146278745490299,0.22055389457090963,0,3,19,19,15,5.0
2000-12-02,Haze,0.13414634146341467,0.0,0.0,0.23177083333333331,0.3171641791044779,0.0,0.0,20.0,0.0,0.0,0.058333333333333334,0.18783783783783786,2000.0,12.0,48.0,2.0,11.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.025265367954678097,0.5625,1.0,0.4999999999999999,0.9146278745490299,0.22055389457090963,0,4,18,16,7,4.0
2000-12-02,Smoke,0.1869918699186992,0.0,0.0,0.47222222222222215,0.3333333333333339,0.0,0.0,12.0,0.0,0.0,0.01888888888888889,0.0,2000.0,12.0,48.0,2.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.011358057903643878,1.0,0.49999999999999983,0.9146278745490299,0.22055389457090965,0,9,19,4,1,1.0
2000-12-03,Smoke,0.16768292682926828,0.0,0.0,0.5221354166666666,0.33022388059701535,0.0,0.0,10.125,0.0,0.0,0.023125,0.07567567567567568,2000.0,12.0,48.0,3.0,11.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9111322514075068,0.44587341226347244,1.0,0.49999999999999994,0.9146278745490299,0.2205538945709096,0,11,19,5,3,1.0
2000-12-03,Haze,0.1829268292682927,0.0,0.0,0.203125,0.3339552238805976,0.0,0.0,23.75,0.0,0.0,0.06874999999999999,0.1635135135135135,2000.0,12.0,48.0,3.0,7.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3167592717138665,0.9423822514075069,1.0,0.4999999999999999,0.9146278745490299,0.22055389457090963,0,3,19,19,6,5.0
