datetime, _conds, _dewptm, _fog, _hail, _hum, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wspdm,year,month,week,day,hour,night,morning,noon,evening,season_winter,season_spring,season_summer,season_monsoon,season_autumn,hour_cos,hour_sin,month_cos,month_sin,week_cos,week_sin, _dewptm_bars, _hum_bars, _pressurem_bars, _vism_bars, _wspdm_bars,Temp
2000-04-29,Smoke,0.5365853658536586,0.0,0.0,0.29166666666666663,0.2238805970149258,0.0,0.0,35.0,0.0,0.0,0.03333333333333333,0.2,2000.0,4.0,17.0,29.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6294095225512604,0.9829629131445341,0.2500000000000001,0.9330127018922194,0.284338952479103,0.9515972400034103,11,5,7,8,7,9.0
2001-04-01,Clear,0.5560975609756098,0.0,0.0,0.8895833333333332,0.2686567164179108,0.0,0.0,18.6,0.0,0.0,0.019333333333333334,0.14054054054054055,2001.0,4.0,13.0,1.0,17.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9039058011260055,0.26680487699264915,0.2500000000000001,0.9330127018922194,0.5143902334072789,0.9999999999999998,12,19,12,4,5,3.0
2001-04-01,Haze,0.5,0.0,0.0,0.39322916666666663,0.2835820895522394,0.0,0.0,28.75,0.0,0.0,0.06458333333333334,0.4256756756756757,2001.0,4.0,13.0,1.0,7.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.34911165235168157,0.9381229796936403,0.2500000000000001,0.9330127018922194,0.5143902334072789,0.9999999999999999,10,7,14,17,15,7.0
2001-04-01,Haze,0.5284552845528455,0.0,0.0,0.4635416666666667,0.27238805970149294,0.0,0.0,27.5,0.0,0.0,0.07083333333333333,0.3342342342342342,2001.0,4.0,13.0,1.0,12.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0524158965555365,0.4410744349011211,0.25000000000000006,0.9330127018922195,0.5143902334072789,0.9999999999999999,11,9,13,19,12,6.0
2001-04-01,Clear,0.5853658536585367,0.0,0.0,0.8229166666666666,0.2686567164179108,0.0,0.0,21.0,0.0,0.0,0.02333333333333333,0.0,2001.0,4.0,13.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6294095225512601,0.01703708685546579,0.2500000000000001,0.9330127018922194,0.5143902334072789,0.9999999999999999,13,18,12,5,1,4.0
2001-04-02,Clear,0.5121951219512195,0.0,0.0,0.8229166666666666,0.2761194029850751,0.0,0.0,18.0,0.0,0.0,0.02,0.15135135135135136,2001.0,4.0,14.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9829629131445341,0.6294095225512604,0.2500000000000001,0.9330127018922194,0.4551235777621594,0.9982437317643214,10,18,13,4,6,3.0
2001-04-02,Haze,0.5170731707317073,0.0,0.0,0.3708333333333333,0.2716417910447765,0.0,0.0,30.4,0.0,0.0,0.06583333333333333,0.3656756756756757,2001.0,4.0,14.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.37928932188134523,0.9504983837549122,0.2500000000000001,0.9330127018922194,0.4551235777621594,0.9982437317643214,10,7,13,18,13,7.0
2001-04-02,Haze,0.47967479674796754,0.0,0.0,0.3159722222222222,0.25373134328358216,0.0,0.0,31.0,0.0,0.0,0.07777777777777778,0.2504504504504505,2001.0,4.0,14.0,2.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.028008128321082182,0.6264698408504201,0.2500000000000001,0.9330127018922193,0.4551235777621594,0.9982437317643212,9,6,11,19,9,8.0
2001-04-02,Smoke,0.5772357723577236,0.0,0.0,0.6354166666666666,0.2686567164179108,0.0,0.0,24.666666666666668,0.0,0.0,0.04,0.1171171171171171,2001.0,4.0,14.0,2.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3735301591495797,0.0280081283210822,0.2500000000000001,0.9330127018922193,0.4551235777621594,0.9982437317643212,13,13,12,10,5,5.0
2001-04-03,Smoke,0.5447154471544716,0.0,0.0,0.6875,0.2674129353233834,0.0,0.0,22.333333333333332,0.0,0.0,0.03166666666666666,0.17522522522522524,2001.0,4.0,14.0,3.0,8.166666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9170819864624269,0.5284234481168423,0.25000000000000006,0.9330127018922195,0.4551235777621594,0.9982437317643215,11,14,12,8,7,5.0
