,datetime, _conds, _dewptm, _fog, _hail, _hum, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wspdm,year,month,week,day,hour,night,morning,noon,evening,season_winter,season_spring,season_summer,season_monsoon,season_autumn,hour_cos,hour_sin,month_cos,month_sin,week_cos,week_sin, _dewptm_bars, _hum_bars, _pressurem_bars, _vism_bars, _wspdm_bars,Temp
465,2000-09-01,Haze,0.6341463414634146,0.0,0.0,0.5885416666666666,0.19402985074626944,0.0,0.0,29.0,0.0,0.0,0.06666666666666667,0.1,2000.0,9.0,35.0,1.0,18.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.56470476127563,0.008518543427732894,0.4999999999999999,0.0,0.23241426779779112,0.07701623922398132,15,12,4,18,4,7.0
469,2000-09-02,Haze,0.7804878048780488,0.0,0.0,0.796875,0.1958955223880603,0.0,0.0,29.75,0.0,0.0,0.053125000000000006,0.16959459459459458,2000.0,9.0,35.0,2.0,17.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.43749999999999983,0.02526536795467811,0.4999999999999999,0.0,0.23241426779779112,0.07701623922398132,19,17,4,14,6,7.0
473,2000-09-03,Haze,0.701219512195122,0.0,0.0,0.7421874999999999,0.20895522388059717,0.0,0.0,27.5,0.0,0.0,0.03666666666666667,0.0,2000.0,9.0,35.0,3.0,17.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.43749999999999983,0.02526536795467811,0.4999999999999999,0.0,0.23241426779779112,0.07701623922398132,17,16,6,9,1,6.0
477,2000-09-04,Haze,0.829268292682927,0.0,0.0,0.9027777777777777,0.21641791044776149,0.0,0.0,29.666666666666668,0.0,0.0,0.06666666666666667,0.1846846846846847,2000.0,9.0,36.0,4.0,17.666666666666668,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4598031741837533,0.0280081283210822,0.49999999999999983,0.0,0.2843389524791031,0.048402759996589495,19,19,7,18,7,7.0
481,2000-09-05,Haze,0.7621951219512195,0.0,0.0,0.8203125000000001,0.20522388059701502,0.0,0.0,28.5,0.0,0.0,0.05,0.2756756756756757,2000.0,9.0,36.0,5.0,17.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.43749999999999983,0.02526536795467811,0.4999999999999999,0.0,0.2843389524791031,0.048402759996589495,19,18,5,13,10,7.0
485,2000-09-06,Haze,0.8109756097560976,0.0,0.0,0.9713541666666665,0.2070895522388061,0.0,0.0,27.75,0.0,0.0,0.053125000000000006,0.15135135135135136,2000.0,9.0,36.0,6.0,17.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.43749999999999983,0.02526536795467811,0.4999999999999999,0.0,0.2843389524791031,0.048402759996589495,19,19,6,14,6,6.0
489,2000-09-07,Haze,0.8170731707317074,0.0,0.0,0.8333333333333334,0.22014925373134364,0.0,0.0,30.5,0.0,0.0,0.041249999999999995,0.0,2000.0,9.0,36.0,7.0,17.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.43749999999999983,0.02526536795467811,0.4999999999999999,0.0,0.2843389524791031,0.048402759996589495,19,18,7,10,1,7.0
493,2000-09-08,Haze,0.7804878048780488,0.0,0.0,0.9375,0.2313432835820901,0.0,0.0,27.0,0.0,0.0,0.05,0.15135135135135136,2000.0,9.0,36.0,8.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3705904774487397,0.017037086855465844,0.4999999999999999,0.0,0.2843389524791031,0.048402759996589495,19,19,8,13,6,6.0
497,2000-09-09,Haze,0.7621951219512196,0.0,0.0,0.7942708333333334,0.2238805970149258,0.0,0.0,29.0,0.0,0.0,0.05,0.17635135135135138,2000.0,9.0,36.0,9.0,17.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.43749999999999983,0.02526536795467811,0.4999999999999999,0.0,0.2843389524791031,0.048402759996589495,19,17,7,13,7,7.0
501,2000-09-10,Haze,0.7256097560975611,0.0,0.0,0.7109375,0.21641791044776149,0.0,0.0,29.25,0.0,0.0,0.0625,0.18851351351351353,2000.0,9.0,36.0,10.0,17.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.43749999999999983,0.02526536795467811,0.4999999999999999,0.0,0.2843389524791031,0.048402759996589495,18,15,7,17,7,7.0
505,2000-09-11,Haze,0.7235772357723578,0.0,0.0,0.7673611111111112,0.21641791044776149,0.0,0.0,28.0,0.0,0.0,0.05000000000000001,0.03333333333333333,2000.0,9.0,37.0,11.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3735301591495797,0.02800812832108222,0.49999999999999983,0.0,0.33928487657653045,0.026128716105487115,18,16,7,13,2,7.0
509,2000-09-12,Haze,0.7378048780487806,0.0,0.0,0.7552083333333333,0.23880597014925442,0.0,0.0,28.75,0.0,0.0,0.058333333333333334,0.03783783783783784,2000.0,9.0,37.0,12.0,17.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.43749999999999983,0.02526536795467811,0.4999999999999999,0.0,0.33928487657653045,0.026128716105487115,18,16,9,16,2,7.0
513,2000-09-13,Haze,0.7256097560975611,0.0,0.0,0.7135416666666666,0.23880597014925442,0.0,0.0,29.25,0.0,0.0,0.042291666666666665,0.08783783783783786,2000.0,9.0,37.0,13.0,17.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.43749999999999983,0.02526536795467811,0.4999999999999999,0.0,0.33928487657653045,0.026128716105487115,18,15,9,11,4,7.0
517,2000-09-14,Haze,0.7865853658536586,0.0,0.0,0.7500000000000001,0.22574626865671688,0.0,0.0,31.0,0.0,0.0,0.05,0.13783783783783785,2000.0,9.0,37.0,14.0,17.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.43749999999999983,0.02526536795467811,0.4999999999999999,0.0,0.33928487657653045,0.026128716105487115,19,16,8,13,5,8.0
521,2000-09-15,Haze,0.8048780487804879,0.0,0.0,0.8463541666666666,0.22761194029850795,0.0,0.0,29.75,0.0,0.0,0.04833333333333333,0.1635135135135135,2000.0,9.0,37.0,15.0,17.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.43749999999999983,0.02526536795467811,0.4999999999999999,0.0,0.33928487657653045,0.026128716105487115,19,18,8,13,6,7.0
