datetime, _dewptm, _fog, _hail, _hum, _pressurem, _rain, _snow, _tempm, _thunder, _tornado, _vism, _wspdm,year,month,week,day,hour,night,morning,noon,evening,Temp
2000-01-21,0.3685636856368564,0.0,0.0,0.7233796296296297,0.28772802653399715,0.0,0.0,14.222222222222221,0.0,0.0,0.03407407407407407,0.16156156156156157,2000.0,1.0,3.0,21.0,10.666666666666666,1.0,0.0,0.0,0.0,2.0
2000-01-22,0.4254742547425474,0.4444444444444444,0.0,0.9444444444444444,0.30431177446102836,0.1111111111111111,0.0,12.333333333333334,0.0,0.0,0.015000000000000001,0.12252252252252255,2000.0,1.0,3.0,22.0,10.666666666666666,1.0,0.0,0.0,0.0,1.0
2000-01-23,0.42378048780487804,1.0,0.0,0.9765625,0.31343283582089576,0.0,0.0,11.75,0.0,0.0,0.005659722222222222,0.03772522522522522,2000.0,1.0,3.0,23.0,9.125,1.0,0.0,0.0,0.0,1.0
2000-01-24,0.39837398373983735,0.8888888888888888,0.0,0.9039351851851851,0.3200663349917085,0.0,0.0,11.88888888888889,0.0,0.0,0.009320987654320986,0.17547547547547548,2000.0,1.0,4.0,24.0,10.666666666666666,1.0,0.0,0.0,0.0,1.0
2000-01-25,0.4115853658536585,0.0,0.0,0.8268229166666666,0.3236940298507467,0.125,0.0,13.75,0.0,0.0,0.03020833333333333,0.37533783783783786,2000.0,1.0,4.0,25.0,9.125,1.0,0.0,0.0,0.0,2.0
2000-01-26,0.4336043360433604,0.0,0.0,0.9166666666666666,0.33084577114427915,0.0,0.0,13.11111111111111,0.0,0.0,0.03907407407407407,0.17777777777777776,2000.0,1.0,4.0,26.0,10.666666666666666,1.0,0.0,0.0,0.0,2.0
2000-01-27,0.40487804878048783,0.9,0.0,0.98125,0.3335820895522394,0.0,0.0,10.9,0.0,0.0,0.013250000000000003,0.36013513513513506,2000.0,1.0,4.0,27.0,9.9,1.0,0.0,0.0,0.0,1.0
2000-01-28,0.3597560975609757,0.5,0.0,0.8828125,0.33208955223880643,0.0,0.0,10.625,0.0,0.0,0.023229166666666665,0.3035472972972973,2000.0,1.0,4.0,28.0,9.375,1.0,0.0,0.0,0.0,1.0
2000-01-29,0.3089430894308944,0.0,0.0,0.75,0.31592039800995053,0.0,0.0,11.0,0.0,0.0,0.022037037037037036,0.294894894894895,2000.0,1.0,4.0,29.0,10.666666666666666,1.0,0.0,0.0,0.0,1.0
2000-01-30,0.323170731707317,0.0,0.0,0.7018229166666667,0.31063432835820914,0.0,0.0,12.5,0.0,0.0,0.035208333333333335,0.3192567567567568,2000.0,1.0,4.0,30.0,12.0,1.0,0.0,0.0,0.0,1.0
2000-01-31,0.3983739837398374,0.0,0.0,0.7638888888888888,0.28606965174129373,0.0,0.0,14.333333333333334,0.0,0.0,0.03166666666666666,0.6423423423423423,2000.0,1.0,5.0,31.0,12.0,1.0,0.0,0.0,0.0,2.0
2000-02-01,0.4471544715447155,0.6666666666666666,0.0,0.9131944444444443,0.2736318407960203,0.0,0.0,13.833333333333334,0.0,0.0,0.02,0.21666666666666667,2000.0,2.0,5.0,1.0,15.166666666666666,1.0,0.0,0.0,0.0,2.0
2000-02-02,0.4552845528455285,0.2222222222222222,0.0,0.9375,0.30514096185738004,0.0,0.0,13.666666666666666,0.0,0.0,0.02092592592592592,0.25045045045045045,2000.0,2.0,5.0,2.0,12.666666666666666,1.0,0.0,0.0,0.0,2.0
2000-02-03,0.44715447154471544,0.1111111111111111,0.0,0.8726851851851851,0.3117744610281928,0.0,0.0,14.444444444444445,0.0,0.0,0.03481481481481481,0.17267267267267267,2000.0,2.0,5.0,3.0,10.666666666666666,1.0,0.0,0.0,0.0,2.0
2000-02-04,0.4268292682926829,0.0,0.0,0.8385416666666667,0.27332089552238836,0.5,0.0,14.375,0.25,0.0,0.02770833333333333,0.3820945945945946,2000.0,2.0,5.0,4.0,12.0,1.0,0.0,0.0,0.0,2.0
2000-02-05,0.43205574912891986,0.0,0.0,0.9107142857142857,0.27718550106609857,0.0,0.0,13.142857142857142,0.0,0.0,0.032857142857142856,0.22895752895752897,2000.0,2.0,5.0,5.0,10.714285714285714,1.0,0.0,0.0,0.0,2.0
2000-02-06,0.4254742547425474,0.3333333333333333,0.0,0.9456018518518517,0.30431177446102836,0.0,0.0,12.333333333333334,0.0,0.0,0.018518518518518514,0.0783783783783784,2000.0,2.0,5.0,6.0,10.666666666666666,1.0,0.0,0.0,0.0,1.0
2000-02-07,0.37940379403794033,0.8888888888888888,0.0,0.9652777777777778,0.30597014925373167,0.0,0.0,10.11111111111111,0.0,0.0,0.013641975308641975,0.1672672672672673,2000.0,2.0,6.0,7.0,10.666666666666666,1.0,0.0,0.0,0.0,1.0
2000-02-08,0.3588850174216027,1.0,0.0,0.9910714285714285,0.30383795309168465,0.0,0.0,8.857142857142858,0.0,0.0,0.005882936507936508,0.10772200772200773,2000.0,2.0,6.0,8.0,10.285714285714286,1.0,0.0,0.0,0.0,0.0
2000-02-09,0.3628048780487805,0.5,0.0,0.9296875,0.2947761194029854,0.0,0.0,10.0,0.0,0.0,0.015156250000000001,0.12567567567567567,2000.0,2.0,6.0,9.0,11.5,1.0,0.0,0.0,0.0,1.0
2000-02-10,0.3902439024390244,0.0,0.0,0.7961309523809523,0.27398720682302813,0.0,0.0,13.714285714285714,0.0,0.0,0.030238095238095234,0.3362934362934363,2000.0,2.0,6.0,10.0,7.857142857142857,1.0,0.0,0.0,0.0,2.0
2000-02-11,0.4181184668989547,0.42857142857142855,0.0,0.9642857142857143,0.28144989339019233,0.2857142857142857,0.0,11.714285714285714,0.0,0.0,0.023125,0.12895752895752896,2000.0,2.0,6.0,11.0,10.0,1.0,0.0,0.0,0.0,1.0
2000-02-12,0.3658536585365853,1.0,0.0,0.9999999999999999,0.3123667377398723,0.0,0.0,9.0,0.0,0.0,0.006914682539682539,0.043243243243243246,2000.0,2.0,6.0,12.0,7.857142857142857,1.0,0.0,0.0,0.0,0.0
2000-02-13,0.32317073170731714,1.0,0.0,0.9544270833333331,0.32276119402985115,0.0,0.0,7.875,0.0,0.0,0.009652777777777777,0.08783783783783784,2000.0,2.0,6.0,13.0,9.125,1.0,0.0,0.0,0.0,0.0
2000-02-14,0.32926829268292684,0.16666666666666666,0.0,0.810763888888889,0.32462686567164223,0.0,0.0,10.5,0.0,0.0,0.024999999999999998,0.15045045045045044,2000.0,2.0,7.0,14.0,15.5,1.0,0.0,0.0,0.0,1.0
2000-02-15,0.3292682926829269,0.16666666666666666,0.0,0.7986111111111112,0.31343283582089576,0.0,0.0,10.833333333333334,0.0,0.0,0.024444444444444446,0.1671171171171171,2000.0,2.0,7.0,15.0,5.0,1.0,0.0,0.0,0.0,1.0
2000-02-16,0.39024390243902435,0.5714285714285714,0.0,0.8125,0.2921108742004268,0.0,0.0,13.142857142857142,0.0,0.0,0.015,0.021621621621621623,2000.0,2.0,7.0,16.0,13.571428571428571,1.0,0.0,0.0,0.0,2.0
2000-02-17,0.3468834688346883,0.0,0.0,0.6701388888888888,0.28026533996683306,0.0,0.0,14.222222222222221,0.0,0.0,0.038148148148148146,0.061561561561561576,2000.0,2.0,7.0,17.0,10.666666666666666,1.0,0.0,0.0,0.0,2.0
2000-02-18,0.326219512195122,0.25,0.0,0.7682291666666667,0.29011194029850795,0.0,0.0,11.125,0.0,0.0,0.029687499999999995,0.07533783783783785,2000.0,2.0,7.0,18.0,11.75,1.0,0.0,0.0,0.0,1.0
2000-02-19,0.3414634146341463,0.0,0.0,0.7544642857142857,0.2921108742004268,0.0,0.0,12.142857142857142,0.0,0.0,0.0319047619047619,0.021621621621621623,2000.0,2.0,7.0,19.0,13.571428571428571,1.0,0.0,0.0,0.0,1.0
2000-02-20,0.3484320557491289,0.0,0.0,0.6964285714285713,0.28784648187633305,0.0,0.0,13.571428571428571,0.0,0.0,0.03333333333333333,0.03590733590733591,2000.0,2.0,7.0,20.0,7.428571428571429,1.0,0.0,0.0,0.0,2.0
2000-02-21,0.35230352303523027,0.0,0.0,0.7199074074074073,0.30679933665008313,0.0,0.0,13.222222222222221,0.0,0.0,0.039629629629629626,0.11201201201201202,2000.0,2.0,8.0,21.0,10.666666666666666,1.0,0.0,0.0,0.0,2.0
2000-02-22,0.3365853658536585,0.0,0.0,0.6875,0.3223880597014929,0.0,0.0,13.4,0.0,0.0,0.043333333333333335,0.18,2000.0,2.0,8.0,22.0,2.0,1.0,0.0,0.0,0.0,2.0
2000-06-10,0.7121951219512196,0.0,0.0,0.7625,0.19701492537313497,0.0,0.0,27.6,0.0,0.0,0.04033333333333334,0.0,2000.0,6.0,23.0,10.0,18.0,1.0,0.0,0.0,0.0,6.0
2000-06-11,0.6524390243902439,0.0,0.0,0.5911458333333334,0.19776119402985115,0.0,0.0,29.25,0.0,0.0,0.031041666666666662,0.04248310810810811,2000.0,6.0,23.0,11.0,9.5,1.0,0.0,0.0,0.0,7.0
2000-06-12,0.6205962059620596,0.0,0.0,0.5081018518518517,0.19237147595356585,0.0,0.0,30.22222222222222,0.0,0.0,0.035740740740740747,0.27710210210210207,2000.0,6.0,24.0,12.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-06-13,0.6306620209059234,0.0,0.0,0.53125,0.1844349680170582,0.2857142857142857,0.0,29.857142857142858,0.0,0.0,0.03476190476190476,0.33590733590733585,2000.0,6.0,24.0,13.0,12.714285714285714,1.0,0.0,0.0,0.0,7.0
2000-06-14,0.625,0.0,0.0,0.45572916666666663,0.18003731343283635,0.0,0.0,32.125,0.0,0.0,0.03583333333333333,0.30033783783783785,2000.0,6.0,24.0,14.0,11.5,1.0,0.0,0.0,0.0,8.0
2000-06-15,0.6280487804878049,0.0,0.0,0.4752604166666666,0.17817164179104528,0.0,0.0,31.75,0.0,0.0,0.035416666666666666,0.5003378378378378,2000.0,6.0,24.0,15.0,9.375,1.0,0.0,0.0,0.0,8.0
2000-06-16,0.6536585365853658,0.0,0.0,0.5958333333333332,0.18208955223880655,0.0,0.0,29.1,0.0,0.0,0.035666666666666666,0.49540540540540545,2000.0,6.0,24.0,16.0,11.8,1.0,0.0,0.0,0.0,7.0
2000-06-17,0.6829268292682926,0.0,0.0,0.574074074074074,0.18325041459369867,0.0,0.0,30.88888888888889,0.0,0.0,0.03537037037037037,0.3450450450450451,2000.0,6.0,24.0,17.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-06-18,0.6775067750677506,0.0,0.0,0.5474537037037037,0.18573797678275353,0.0,0.0,31.666666666666668,0.0,0.0,0.03814814814814814,0.380930930930931,2000.0,6.0,24.0,18.0,10.666666666666666,1.0,0.0,0.0,0.0,8.0
2000-06-19,0.6504065040650406,0.0,0.0,0.5636574074074073,0.1965174129353239,0.0,0.0,29.88888888888889,0.0,0.0,0.047407407407407405,0.4666666666666667,2000.0,6.0,25.0,19.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-06-20,0.6802168021680216,0.0,0.0,0.625,0.1973466003316754,0.0,0.0,29.444444444444443,0.0,0.0,0.04166666666666667,0.37297297297297294,2000.0,6.0,25.0,20.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-06-21,0.6951219512195121,0.0,0.0,0.59765625,0.1856343283582096,0.0,0.0,30.75,0.0,0.0,0.039375,0.25101351351351353,2000.0,6.0,25.0,21.0,9.125,1.0,0.0,0.0,0.0,7.0
2000-06-22,0.6097560975609756,0.0,0.0,0.4965277777777777,0.18739635157545653,0.0,0.0,30.666666666666668,0.0,0.0,0.03888888888888888,0.24474474474474472,2000.0,6.0,25.0,22.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-06-23,0.6178861788617885,0.0,0.0,0.5625,0.19983416252073008,0.0,0.0,28.444444444444443,0.0,0.0,0.040185185185185185,0.15585585585585587,2000.0,6.0,25.0,23.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-06-24,0.603658536585366,0.0,0.0,0.4700520833333333,0.17817164179104528,0.0,0.0,30.875,0.0,0.0,0.04416666666666666,0.16891891891891891,2000.0,6.0,25.0,24.0,9.5,1.0,0.0,0.0,0.0,7.0
2000-06-25,0.5958188153310106,0.0,0.0,0.4241071428571428,0.1716417910447765,0.0,0.0,32.0,0.0,0.0,0.03595238095238096,0.3436293436293436,2000.0,6.0,25.0,25.0,9.857142857142858,1.0,0.0,0.0,0.0,8.0
2000-06-26,0.5579268292682927,0.0,0.0,0.36848958333333326,0.18283582089552297,0.0,0.0,32.625,0.0,0.0,0.03270833333333333,0.40033783783783783,2000.0,6.0,26.0,26.0,11.875,1.0,0.0,0.0,0.0,8.0
2000-06-27,0.5663956639566395,0.0,0.0,0.43981481481481477,0.19651741293532382,0.0,0.0,30.444444444444443,0.0,0.0,0.03259259259259259,0.41696696696696695,2000.0,6.0,26.0,27.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-06-28,0.6233062330623307,0.0,0.0,0.5497685185185186,0.207296849087894,0.0,0.0,29.11111111111111,0.0,0.0,0.03777777777777778,0.26186186186186183,2000.0,6.0,26.0,28.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-06-29,0.6341463414634148,0.0,0.0,0.5439814814814814,0.20315091210613634,0.0,0.0,29.666666666666668,0.0,0.0,0.0387037037037037,0.3504504504504504,2000.0,6.0,26.0,29.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-06-30,0.6504065040650406,0.0,0.0,0.5902777777777779,0.20066334991708168,0.0,0.0,29.0,0.0,0.0,0.05037037037037037,0.33933933933933935,2000.0,6.0,26.0,30.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-07-01,0.6585365853658537,0.0,0.0,0.582175925925926,0.1990049751243786,0.1111111111111111,0.0,29.555555555555557,0.1111111111111111,0.0,0.048518518518518516,0.28948948948948944,2000.0,7.0,26.0,1.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-07-02,0.6341463414634148,0.0,0.0,0.5405092592592593,0.20563847429519092,0.0,0.0,29.666666666666668,0.0,0.0,0.03296296296296296,0.27837837837837837,2000.0,7.0,26.0,2.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-07-03,0.6422764227642276,0.0,0.0,0.5694444444444445,0.20315091210613645,0.0,0.0,29.22222222222222,0.0,0.0,0.03327160493827161,0.23183183183183184,2000.0,7.0,27.0,3.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-07-04,0.6449864498644986,0.0,0.0,0.5335648148148148,0.19983416252073016,0.0,0.0,30.444444444444443,0.0,0.0,0.042654320987654315,0.15765765765765768,2000.0,7.0,27.0,4.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-07-05,0.6666666666666665,0.0,0.0,0.48148148148148145,0.1882255389718079,0.0,0.0,33.0,0.0,0.0,0.048148148148148155,0.033633633633633635,2000.0,7.0,27.0,5.0,10.666666666666666,1.0,0.0,0.0,0.0,8.0
2000-07-06,0.6097560975609757,0.0,0.0,0.4131944444444444,0.17578772802653445,0.0,0.0,32.888888888888886,0.0,0.0,0.041666666666666664,0.1561561561561562,2000.0,7.0,27.0,6.0,10.666666666666666,1.0,0.0,0.0,0.0,8.0
2000-07-07,0.5555555555555556,0.0,0.0,0.41203703703703703,0.17993366500829241,0.1111111111111111,0.0,30.666666666666668,0.0,0.0,0.05185185185185184,0.3504504504504504,2000.0,7.0,27.0,7.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-07-08,0.576219512195122,0.0,0.0,0.48828125,0.17444029850746312,0.0,0.0,28.75,0.0,0.0,0.07291666666666666,0.3378378378378378,2000.0,7.0,27.0,8.0,11.75,1.0,0.0,0.0,0.0,7.0
2000-07-09,0.5923344947735192,0.0,0.0,0.46875,0.16631130063965913,0.0,0.0,30.142857142857142,0.0,0.0,0.057142857142857155,0.3501930501930502,2000.0,7.0,27.0,9.0,10.571428571428571,1.0,0.0,0.0,0.0,7.0
2000-07-10,0.5745257452574527,0.0,0.0,0.4930555555555556,0.16749585406301856,0.1111111111111111,0.0,28.666666666666668,0.0,0.0,0.0598148148148148,0.2729729729729729,2000.0,7.0,28.0,10.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-07-11,0.5989159891598916,0.0,0.0,0.5671296296296297,0.17578772802653445,0.4444444444444444,0.0,27.333333333333332,0.0,0.0,0.03888888888888888,0.26726726726726724,2000.0,7.0,28.0,11.0,10.666666666666666,1.0,0.0,0.0,0.0,6.0
2000-07-12,0.600609756097561,0.0,0.0,0.5286458333333333,0.17817164179104528,0.0,0.0,28.625,0.0,0.0,0.052291666666666674,0.3067567567567568,2000.0,7.0,28.0,12.0,9.125,1.0,0.0,0.0,0.0,7.0
2000-07-13,0.5880758807588078,0.0,0.0,0.5208333333333334,0.17661691542288604,0.0,0.0,28.333333333333332,0.0,0.0,0.05185185185185185,0.43933933933933933,2000.0,7.0,28.0,13.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-07-14,0.5718157181571816,0.0,0.0,0.4409722222222222,0.1716417910447765,0.0,0.0,30.333333333333332,0.0,0.0,0.0525925925925926,0.4951951951951952,2000.0,7.0,28.0,14.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-07-15,0.6310975609756098,0.0,0.0,0.5364583333333333,0.16324626865671665,0.125,0.0,29.75,0.0,0.0,0.03020833333333333,0.2820945945945946,2000.0,7.0,28.0,15.0,11.875,1.0,0.0,0.0,0.0,7.0
2000-07-16,0.6043360433604336,0.0,0.0,0.5717592592592592,0.1724709784411281,0.3333333333333333,0.0,27.555555555555557,0.0,0.0,0.03805555555555555,0.21711711711711718,2000.0,7.0,28.0,16.0,10.666666666666666,1.0,0.0,0.0,0.0,6.0
2000-07-17,0.6747967479674797,0.0,0.0,0.7106481481481483,0.1708126036484249,0.3333333333333333,0.0,27.555555555555557,0.0,0.0,0.026604938271604938,0.14474474474474475,2000.0,7.0,29.0,17.0,10.666666666666666,1.0,0.0,0.0,0.0,6.0
2000-07-18,0.6964769647696478,0.0,0.0,0.7141203703703705,0.16749585406301856,0.0,0.0,28.22222222222222,0.0,0.0,0.03024691358024691,0.1672672672672673,2000.0,7.0,29.0,18.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-07-19,0.6639566395663956,0.0,0.0,0.613425925925926,0.1708126036484249,0.0,0.0,29.11111111111111,0.0,0.0,0.04282407407407408,0.03333333333333334,2000.0,7.0,29.0,19.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-07-20,0.6476964769647695,0.0,0.0,0.5972222222222221,0.17827529021558922,0.0,0.0,29.11111111111111,0.0,0.0,0.05486111111111111,0.3504504504504504,2000.0,7.0,29.0,20.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-07-21,0.5934959349593495,0.0,0.0,0.6296296296296295,0.18656716417910513,0.2222222222222222,0.0,27.333333333333332,0.0,0.0,0.054629629629629625,0.6006006006006007,2000.0,7.0,29.0,21.0,10.666666666666666,1.0,0.0,0.0,0.0,6.0
2000-07-22,0.7235772357723577,0.0,0.0,0.9085648148148149,0.20232172470978455,0.1111111111111111,0.0,25.22222222222222,0.0,0.0,0.03648148148148148,0.5006006006006006,2000.0,7.0,29.0,22.0,10.666666666666666,1.0,0.0,0.0,0.0,6.0
2000-07-23,0.7344173441734417,0.0,0.0,0.9328703703703702,0.1973466003316753,0.4444444444444444,0.0,25.22222222222222,0.0,0.0,0.04413580246913581,0.1857857857857858,2000.0,7.0,29.0,23.0,10.666666666666666,1.0,0.0,0.0,0.0,6.0
2000-07-24,0.7506775067750677,0.0,0.0,0.9618055555555556,0.19568822553897233,0.2222222222222222,0.0,25.444444444444443,0.0,0.0,0.038827160493827166,0.07067067067067068,2000.0,7.0,30.0,24.0,10.666666666666666,1.0,0.0,0.0,0.0,6.0
2000-07-25,0.771341463414634,0.0,0.0,0.8932291666666667,0.20802238805970164,0.0,0.0,27.5,0.0,0.0,0.04750000000000001,0.2256756756756757,2000.0,7.0,30.0,25.0,9.125,1.0,0.0,0.0,0.0,6.0
2000-07-26,0.8079268292682926,0.0,0.0,0.9231770833333334,0.20335820895522416,0.0,0.0,28.5,0.0,0.0,0.041666666666666664,0.25033783783783786,2000.0,7.0,30.0,26.0,9.125,1.0,0.0,0.0,0.0,7.0
2000-07-27,0.7652439024390244,0.0,0.0,0.8723958333333333,0.20522388059701502,0.0,0.0,27.625,0.0,0.0,0.04291666666666666,0.2570945945945946,2000.0,7.0,30.0,27.0,9.125,1.0,0.0,0.0,0.0,6.0
2000-07-28,0.8013937282229965,0.0,0.0,0.9657738095238094,0.20895522388059717,0.0,0.0,27.428571428571427,0.0,0.0,0.03095238095238095,0.17181467181467183,2000.0,7.0,30.0,28.0,12.714285714285714,1.0,0.0,0.0,0.0,6.0
2000-07-29,0.808362369337979,0.0,0.0,0.8958333333333334,0.21748400852878497,0.0,0.0,29.0,0.0,0.0,0.03738095238095238,0.22934362934362937,2000.0,7.0,30.0,29.0,5.285714285714286,1.0,0.0,0.0,0.0,7.0
2000-07-30,0.7957317073170731,0.0,0.0,0.86328125,0.21268656716417933,0.0,0.0,29.125,0.0,0.0,0.048541666666666664,0.2631756756756757,2000.0,7.0,30.0,30.0,12.0,1.0,0.0,0.0,0.0,7.0
2000-07-31,0.7896341463414633,0.0,0.0,0.8984375000000001,0.1940298507462691,0.0,0.0,28.125,0.0,0.0,0.047499999999999994,0.21317567567567572,2000.0,7.0,31.0,31.0,11.5,1.0,0.0,0.0,0.0,7.0
2000-08-01,0.7127371273712737,0.0,0.0,0.693287037037037,0.19071310116086287,0.0,0.0,29.22222222222222,0.0,0.0,0.0537037037037037,0.30600600600600597,2000.0,8.0,31.0,1.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-08-02,0.7046070460704607,0.0,0.0,0.6655092592592592,0.1981757877280271,0.0,0.0,29.444444444444443,0.0,0.0,0.0524074074074074,0.333933933933934,2000.0,8.0,31.0,2.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-08-03,0.6937669376693766,0.0,0.0,0.670138888888889,0.20812603648424557,0.0,0.0,29.0,0.0,0.0,0.04925925925925925,0.31141141141141143,2000.0,8.0,31.0,3.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
2000-08-04,0.7262872628726287,0.0,0.0,0.7546296296296295,0.21310116086235512,0.0,0.0,28.444444444444443,0.0,0.0,0.05481481481481481,0.27837837837837837,2000.0,8.0,31.0,4.0,10.666666666666666,1.0,0.0,0.0,0.0,7.0
